#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9875017,26279,331975,764,6542487,17996,3000555,18876,,,,,,North America,,,
,Asia,12313207,89911,220669,1393,10669068,89605,1423470,20823,,,,,,Asia,,,
,South America,8859626,7406,276465,253,7780154,2479,803007,17380,,,,,,South America,,,
,Europe,6679780,106216,236616,998,3147714,25211,3295450,12223,,,,,,Europe,,,
,Africa,1623877,2024,39177,27,1337846,1235,246854,1828,,,,,,Africa,,,
,Oceania,33464,13,951,,29952,1,2561,9,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,39385692,231849,1105868,3435,29507880,136527,8771944,71143,5053,141.9,,,,All,,,
1,USA,8233246,16931,223017,300,5329170,9031,2681059,15274,24831,673,122843549,370492,331568664,North America,40,1487,3
2,India,7420529,55020,112914,768,6509841,61183,797774,8944,5362,82,92254927,66661,1383937818,Asia,187,12257,15
3,Brazil,5176524,5528,152641,128,4599446,,424437,8318,24303,717,17900000,84038,212999232,South America,41,1395,12
4,Russia,1369313,15150,23723,232,1056582,8485,289008,2300,9382,163,52782097,361638,145952851,Europe,107,6152,3
5,Spain,972958,,33553,,N/A,N/A,N/A,1702,20807,718,14590713,312033,46760100,Europe,48,1394,3
6,Argentina,949063,,25342,,764859,,158862,4278,20943,559,2311239,51003,45316126,South America,48,1788,20
7,Colombia,936982,,28457,,826831,,81694,2068,18358,558,4314510,84532,51039928,South America,54,1794,12
8,Peru,859740,,33577,,764750,,61413,1139,25971,1014,4158359,125614,33104186,South America,39,986,8
9,Mexico,834910,5514,85285,387,608188,4361,141437,2625,6456,659,2144441,16582,129325078,North America,155,1516,60
10,France,809684,,33125,,104082,,672477,1750,12396,507,12710074,194594,65315850,Europe,81,1972,5
11,South Africa,698184,,18309,,628301,,51574,546,11729,308,4481354,75286,59524571,Africa,85,3251,13
12,UK,689257,15650,43429,136,N/A,N/A,N/A,580,10138,639,28986852,426339,67990093,Europe,99,1566,2
13,Iran,522387,4552,29870,265,420910,2856,71607,4684,6197,354,4454570,52840,84303231,Asia,161,2822,19
14,Chile,488190,1694,13529,95,461097,1561,13564,794,25475,706,3821206,199396,19163862,South America,39,1417,5
15,Iraq,420303,3501,10142,56,353962,3210,56199,490,10383,251,2588780,63954,40479070,Asia,96,3991,16
16,Italy,391611,10010,36427,55,247872,1908,107312,638,6480,603,13228204,218881,60435631,Europe,154,1659,5
17,Bangladesh,386086,1527,5623,15,300738,1509,79725,,2338,34,2140129,12958,165164967,Asia,428,29373,77
18,Germany,355010,6194,9832,22,284600,,60578,690,4233,117,19276507,229859,83862364,Europe,236,8530,4
19,Indonesia,353461,4301,12347,79,277544,3883,63570,,1288,45,3976653,14494,274361208,Asia,776,22221,69
20,Philippines,351750,3139,6531,34,294865,786,50354,1562,3198,59,4305171,39137,110001695,Asia,313,16843,26
21,Turkey,342143,,9080,,299679,,33384,1408,4044,107,12077773,142760,84601805,Asia,247,9317,7
22,Saudi Arabia,341495,433,5144,17,327795,468,8556,835,9765,147,7267825,207832,34969684,Asia,102,6798,5
23,Pakistan,321877,659,6621,7,305835,440,9421,529,1449,30,4009497,18051,222117532,Asia,690,33547,55
24,Israel,301896,1695,2141,14,262503,5277,37252,714,32823,233,4155327,451784,9197590,Asia,30,4296,2
25,Ukraine,287231,5992,5408,106,121919,2269,159904,177,6579,124,2695488,61744,43655871,Europe,152,8072,16
26,Netherlands,211938,7984,6708,16,N/A,N/A,N/A,358,12361,391,2872319,167521,17145986,Europe,81,2556,6
27,Canada,193497,1765,9721,22,163248,1758,20528,188,5114,257,8403144,222081,37838243,North America,196,3892,5
28,Belgium,191959,10448,10327,49,20720,133,160912,327,16542,890,3916417,337495,11604364,Europe,60,1124,3
29,Romania,172516,4026,5749,75,127076,2067,39691,726,8985,299,2800912,145884,19199613,Europe,111,3340,7
30,Morocco,163650,,2772,,136036,,24842,521,4419,75,2969887,80187,37037010,Africa,226,13361,12
31,Poland,157608,7705,3440,132,87773,2185,66395,540,4166,91,3886154,102715,37834404,Europe,240,10998,10
32,Czechia,154675,5665,1272,42,66005,2655,87398,551,14436,119,1726678,161149,10714808,Europe,69,8424,6
33,Ecuador,150360,,12306,,128134,,9920,351,8485,694,481180,27154,17720093,South America,118,1440,37
34,Bolivia,139319,178,8407,30,103499,857,27413,71,11888,717,318678,27193,11718918,South America,84,1394,37
35,Qatar,128992,189,222,,126006,204,2764,54,45941,79,861236,306729,2807805,Asia,22,12648,3
36,Nepal,126137,4392,715,21,88040,3522,37382,,4307,24,1254167,42824,29286844,Asia,232,40961,23
37,Panama,122883,,2529,,98671,,21683,124,28351,583,567540,130942,4334282,North America,35,1714,8
38,Dominican Republic,120450,384,2192,3,96883,731,21375,158,11071,201,535572,49228,10879438,North America,90,4963,20
39,Kuwait,114744,729,690,6,106495,649,7559,136,26755,161,817505,190616,4288744,Asia,37,6216,5
40,UAE,112849,1412,455,3,104943,1618,7451,,11370,46,11447304,1153389,9924929,Asia,88,21813,1
41,Kazakhstan,109202,108,1768,,104801,276,2633,221,5796,94,3175675,168546,18841612,Asia,173,10657,6
42,Oman,108296,,1071,,94229,,12996,216,21055,208,376700,73240,5143365,Asia,47,4802,14
43,Egypt,105033,,6088,,98011,,934,41,1021,59,135000,1312,102886231,Africa,980,16900,762
44,Sweden,103200,,5918,6,N/A,N/A,N/A,30,10200,585,1925218,190284,10117619,Europe,98,1710,5
45,Guatemala,100431,666,3478,25,89494,563,7459,5,5576,193,382409,21233,18010373,North America,179,5178,47
46,Portugal,95902,2608,2149,21,56066,985,37687,144,9413,211,2936710,288254,10187932,Europe,106,4741,3
47,Costa Rica,93152,,1159,,57731,,34262,206,18238,227,271394,53135,5107618,North America,55,4407,19
48,Japan,91431,721,1650,4,84451,614,5330,148,724,13,2398408,18980,126362134,Asia,1382,76583,53
49,Ethiopia,87169,,1325,,40988,,44856,293,753,11,1377080,11895,115770015,Africa,1328,87374,84
50,Belarus,86392,658,921,5,78990,407,6481,,9144,97,2170047,229673,9448409,Europe,109,10259,4
51,Honduras,86089,631,2552,19,34099,1109,49438,25,8652,256,200039,20105,9949855,North America,116,3899,50
52,Venezuela,85469,,720,,77689,,7060,186,3008,25,1996103,70255,28412157,South America,332,39461,14
53,Bahrain,76954,,289,,73013,,3652,47,44792,168,1588422,924552,1718045,Asia,22,5945,1
54,Switzerland,74422,3105,2120,5,50500,,21802,54,8581,244,1578103,181955,8673040,Europe,117,4091,5
55,Moldova,65860,784,1549,19,46543,533,17768,864,16338,384,328482,81485,4031197,Europe,61,2602,12
56,Uzbekistan,62588,310,520,2,59624,333,2444,252,1862,15,1377915,40999,33608835,Asia,537,64632,24
57,Armenia,61460,1465,1056,10,47541,422,12863,,20729,356,340116,114715,2964867,Asia,48,2808,9
58,Austria,61387,1163,882,5,47618,820,12887,124,6805,98,1861672,206362,9021387,Europe,147,10228,5
59,Nigeria,60982,,1116,,52194,,7672,7,294,5,567857,2736,207586422,Africa,3404,186009,366
60,Lebanon,58745,,501,,25994,,32250,195,8618,73,1026776,150633,6816402,Asia,116,13606,7
61,Singapore,57901,9,28,,57784,20,89,,9874,5,3290291,561127,5863720,Asia,101,209419,2
62,Algeria,53777,,1827,,37603,,14347,38,1220,41,,,44077721,Africa,820,24126,
63,Paraguay,52596,,1150,,34427,,17019,149,7348,161,320006,44707,7157844,South America,136,6224,22
64,Kyrgyzstan,51020,431,1103,4,45288,208,4629,24,7783,168,276522,42184,6555084,Asia,128,5943,24
65,Libya,47845,1169,699,18,26062,377,21084,,6936,101,267258,38743,6898226,Africa,144,9869,26
66,Ghana,47173,,310,,46527,,336,8,1509,10,503524,16109,31257786,Africa,663,100832,62
67,Palestine,46434,334,402,1,39921,336,6111,,9043,78,470987,91719,5135081,Asia,111,12774,11
68,Ireland,46429,,1838,,23364,,21227,29,9373,371,1386279,279845,4953745,Europe,107,2695,4
69,Azerbaijan,43789,509,621,2,39800,129,3368,,4308,61,1209802,119008,10165704,Asia,232,16370,8
70,Kenya,43580,437,813,8,31648,140,11119,,805,15,607241,11223,54108215,Africa,1242,66554,89
71,Hungary,43025,1293,1085,33,13134,506,28806,171,4457,112,871417,90273,9653113,Europe,224,8897,11
72,Afghanistan,40073,47,1485,4,33516,69,5072,93,1023,38,116255,2967,39177532,Asia,978,26382,337
73,Serbia,35719,265,772,2,31536,,3411,23,4093,88,1227337,140637,8726965,Europe,244,11304,7
74,Tunisia,34790,,512,,5032,,29246,149,2935,43,282457,23827,11854438,Africa,341,23153,42
75,Jordan,34548,1539,310,28,6692,127,27546,55,3376,30,1535529,150064,10232495,Asia,296,33008,7
76,Denmark,34441,418,677,,28551,433,5213,16,5940,117,4534292,782021,5798170,Europe,168,8565,1
