#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9639541,3542,327246,164,6362746,3811,2949549,18193,,,,,,North America,,,
,Asia,11920196,115,214654,1,10256341,149,1449201,20950,,,,,,Asia,,,
,South America,8701475,121,272291,18,7585707,420,843477,17583,,,,,,South America,,,
,Europe,6147231,,231823,,3043899,,2871509,10645,,,,,,Europe,,,
,Africa,1593247,,38362,,1318297,,236588,1685,,,,,,Africa,,,
,Oceania,33059,25,944,1,29553,9,2562,10,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,38035470,3803,1085335,184,28597202,4389,8352933,69070,4880,139.2,,,,All,,,
1,USA,8037789,,220011,,5184615,,2633163,14914,24243,664,119497624,360418,331552784,North America,41,1507,3
2,India,7173565,,109894,,6224792,,838879,8944,5184,79,87872093,63499,1383826697,Asia,193,12592,16
3,Brazil,5103408,,150709,,4495269,,457430,8318,23961,708,17900000,84043,212986866,South America,42,1413,12
4,Russia,1312310,,22722,,1024235,,265353,2300,8991,156,51191309,350740,145952340,Europe,111,6423,3
5,Colombia,919083,,27985,,798396,,92702,2220,18009,548,4202181,82338,51035485,South America,56,1824,12
6,Spain,918223,,33124,,N/A,N/A,N/A,1546,19637,708,14590713,312034,46759952,Europe,51,1412,3
7,Argentina,903730,,24186,,732582,,146962,4287,19944,534,2239514,49424,45312730,South America,50,1874,20
8,Peru,851171,,33357,,748097,,69717,1182,25715,1008,4092566,123641,33100421,South America,39,992,8
9,Mexico,821045,3542,83945,164,597991,3811,139109,2379,6349,649,2093408,16189,129313982,North America,157,1540,62
10,France,743479,,32779,,100828,,609872,1448,11383,502,12394558,189767,65314670,Europe,88,1993,5
11,South Africa,693359,,17863,,624659,,50837,546,11649,300,4418418,74236,59518442,Africa,86,3332,13
12,UK,617688,,42875,,N/A,N/A,N/A,442,9085,631,27831743,409368,67987176,Europe,110,1586,2
13,Iran,504281,,28816,,409121,,66344,4533,5982,342,4340831,51496,84294420,Asia,167,2925,19
14,Chile,482888,,13379,,454484,,15025,785,25200,698,3729159,194607,19162518,South America,40,1432,5
15,Iraq,405437,,9912,,340050,,55475,489,10018,245,2507551,61958,40471654,Asia,100,4083,16
16,Bangladesh,379738,,5555,,294391,,79792,,2299,34,2084222,12620,165151528,Asia,435,29730,79
17,Italy,359569,,36205,,240600,,82764,452,5950,599,12650155,209314,60436357,Europe,168,1669,5
18,Philippines,342816,,6332,,293152,,43332,1758,3117,58,4168181,37896,109989739,Asia,321,17370,26
19,Saudi Arabia,339615,,5068,,325839,,8708,842,9713,145,7060483,201929,34965237,Asia,103,6899,5
20,Turkey,337147,,8895,,295658,,32594,1417,3985,105,11731350,138678,84594371,Asia,251,9510,7
21,Indonesia,336716,,11935,,258519,,66262,,1227,44,3802093,13859,274337514,Asia,815,22986,72
22,Germany,331094,,9721,,276900,,44473,590,3948,116,18129900,216192,83860174,Europe,253,8627,5
23,Pakistan,319317,,6580,,304185,,8552,491,1438,30,3884796,17493,222082317,Asia,695,33751,57
24,Israel,294031,,2021,,238681,,53329,822,31968,220,3992799,434114,9197590,Asia,31,4551,2
25,Ukraine,265454,,5015,,114410,,146029,177,6080,115,2602635,59614,43658014,Europe,164,8705,17
26,Canada,182839,,9627,,154258,,18954,154,4832,254,8191592,216505,37835533,North America,207,3930,5
27,Netherlands,181498,,6596,,N/A,N/A,N/A,277,10586,385,2656731,154950,17145676,Europe,94,2599,6
28,Belgium,162258,,10191,,20272,,131795,243,13983,878,3705273,319311,11603951,Europe,72,1139,3
29,Romania,157352,,5467,,118912,,32973,628,8195,285,2682588,139713,19200659,Europe,122,3512,7
30,Morocco,153761,,2636,,129498,,21627,464,4152,71,2897811,78249,37033425,Africa,241,14049,13
31,Ecuador,147315,,12218,,128134,,6963,360,8314,690,467328,26376,17717896,South America,120,1450,38
32,Bolivia,138695,121,8326,18,101523,420,28846,71,11836,711,315368,26914,11717612,South America,84,1407,37
33,Poland,130210,,3039,,81201,,45970,404,3442,80,3693108,97612,37834743,Europe,291,12450,10
34,Qatar,128191,,220,,125176,,2795,55,45655,78,837486,298271,2807805,Asia,22,12763,3
35,Czechia,121421,,1051,,58200,,62170,426,11332,98,1605138,149808,10714645,Europe,88,10195,7
36,Panama,120802,,2502,,96675,,21625,121,27875,577,548807,126636,4333725,North America,36,1732,8
37,Dominican Republic,118843,,2179,,94532,,22132,157,10925,200,522112,47995,10878547,North America,92,4992,21
38,Kuwait,111893,,664,,103802,,7427,139,26093,155,788705,183923,4288226,Asia,38,6458,5
39,Nepal,111802,,645,,77277,,33880,,3818,22,1191514,40690,29282543,Asia,262,45399,25
40,Kazakhstan,108831,,1746,,104041,,3044,221,5777,93,3045439,161649,18839771,Asia,173,10790,6
