#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9131113,6392,316282,252,5935881,5284,2878950,17494,,,,,,North America,,,
,Asia,11131365,45436,202361,857,9420144,50748,1508860,20788,,,,,,Asia,,,
,South America,8287914,299,261464,28,7142208,442,884242,17446,,,,,,South America,,,
,Europe,5363721,27078,225349,290,2890866,7624,2247506,9139,,,,,,Europe,,,
,Africa,1523674,746,36575,6,1261337,946,225762,1633,,,,,,Africa,,,
,Oceania,31568,14,936,,28819,28,1813,18,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,35470076,79965,1042982,1433,26679906,65072,7747188,66522,4550,133.8,,,,All,,,
1,USA,7638596,1684,214629,18,4849539,501,2574428,14198,23042,647,111499356,336337,331510437,North America,43,1545,3
2,India,6641789,19609,102952,238,5608761,25308,930076,8944,4801,74,79982394,57810,1383530375,Asia,208,13439,17
3,Brazil,4915289,,146375,,4263208,,505706,8318,23081,687,17900000,84056,212953890,South America,43,1455,12
4,Russia,1225889,10888,21475,117,982324,3181,222090,2300,8399,147,48042343,329168,145950977,Europe,119,6796,3
5,Colombia,855052,,26712,,761674,,66666,2220,16758,524,3894289,76323,51023638,South America,60,1910,13
6,Peru,828169,,32742,,706223,,89204,1287,25027,989,3952298,119439,33090379,South America,40,1011,8
7,Spain,810807,,32086,,N/A,N/A,N/A,1566,17340,686,12723989,272115,46759558,Europe,58,1457,4
8,Argentina,798486,,21018,,636672,,140796,3950,17625,464,2064250,45565,45303674,South America,57,2155,22
9,Mexico,761665,3712,79088,208,550053,4523,132524,2401,5891,612,2003141,15494,129284391,North America,170,1635,65
10,South Africa,681289,,16976,,614781,,49532,539,11450,285,4269626,71756,59502099,Africa,87,3505,14
11,France,619190,,32230,,97778,,489182,1276,9481,493,11469737,175616,65311522,Europe,105,2026,6
12,UK,502978,,42350,,N/A,N/A,N/A,368,7399,623,25048460,368471,67979397,Europe,135,1605,3
