#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,10578991,8942,343275,460,7038802,6262,3196914,20073,,,,,,North America,,,
,Asia,13096745,26062,233685,570,11526486,33865,1336574,21117,,,,,,Asia,,,
,South America,9327961,167,287106,19,8272018,434,768837,18033,,,,,,South America,,,
,Europe,8261902,67580,249681,568,3445589,18843,4566632,16035,,,,,,Europe,,,
,Africa,1720459,1647,41213,5,1405975,859,273271,2062,,,,,,Africa,,,
,Oceania,35893,15,959,,31250,5,3684,17,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,43022672,104413,1155934,1622,31720779,60268,10145959,77341,5519,148.3,,,,All,,,
1,USA,8829951,2019,230085,17,5741991,380,2857875,16369,26627,694,132211112,398687,331616304,North America,38,1441,3
2,India,7866740,2848,118593,26,7078123,2400,670024,8944,5683,86,102523469,74063,1384271181,Asia,176,11672,14
3,Brazil,5381224,,156926,,4817898,,406400,8318,25260,737,21900000,102799,213036330,South America,40,1358,10
4,Russia,1513877,16710,26050,229,1138522,7704,349305,2300,10372,178,57300000,392588,145954385,Europe,96,5603,3
5,Spain,1110372,,34752,,N/A,N/A,N/A,2031,23746,743,15503165,331544,46760544,Europe,42,1346,3
6,France,1086497,,34645,,109486,,942366,2441,16634,530,14637427,224090,65319392,Europe,60,1885,4
7,Argentina,1081336,,28613,,881113,,171610,4850,23857,631,2804114,61865,45326314,South America,42,1584,16
8,Colombia,1007711,,30000,,907379,,70332,2365,19738,588,4718734,92428,51053257,South America,51,1702,11
9,Mexico,886800,6025,88743,431,646739,5664,151318,2781,6855,686,2288589,17692,129358368,North America,146,1458,57
10,Peru,886214,,34095,,803846,,48273,1044,26761,1030,4367969,131901,33115484,South America,37,971,8
11,UK,854010,,44745,,N/A,N/A,N/A,743,12559,658,31157988,458213,67998844,Europe,80,1520,2
12,South Africa,714246,,18944,,644641,,50661,546,11995,318,4677942,78564,59542957,Africa,83,3143,13
13,Iran,568896,6191,32616,296,455054,4163,81226,4969,6746,387,4719597,55966,84329667,Asia,148,2586,18
14,Italy,504509,,37210,,264117,,203182,1128,8348,616,14492122,239803,60433453,Europe,120,1624,4
15,Chile,500542,,13892,,476576,,10074,729,26114,725,4081078,212912,19167892,South America,38,1380,5
16,Iraq,449153,,10568,,378209,,60376,433,11090,261,2739678,67644,40501318,Asia,90,3832,15
17,Germany,429181,1373,10111,,317000,2900,102070,1203,5117,121,20380376,243003,83868935,Europe,195,8295,4
18,Bangladesh,398815,1308,5803,23,315107,1544,77905,,2414,35,2257589,13665,165205282,Asia,414,28469,73
19,Indonesia,389712,3732,13299,94,313764,4545,62649,,1420,48,4327144,15768,274432288,Asia,704,20636,63
20,Philippines,370028,2223,6977,43,328036,14944,35015,1562,3363,63,4550712,41356,110037564,Asia,297,15771,24
21,Turkey,359784,,9727,,313093,,36964,1699,4252,115,13105673,154869,84624109,Asia,235,8700,6
