#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9704437,4295,328700,475,6414555,3580,2961182,18413,,,,,,North America,,,
,Asia,12020081,104,216109,4,10363461,174,1440511,21011,,,,,,Asia,,,
,South America,8738070,227,273328,25,7645361,560,819381,17597,,,,,,South America,,,
,Europe,6255198,,233000,,3068576,,2953622,11164,,,,,,Europe,,,
,Africa,1601181,,38633,,1323354,,239194,1771,,,,,,Africa,,,
,Oceania,33088,22,949,5,29578,1,2561,10,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,38352776,4648,1090734,509,28845544,4315,8416498,69970,4920,139.9,,,,All,,,
1,USA,8090253,,220873,,5226427,,2642953,15079,24401,666,120523572,363507,331558077,North America,41,1501,3
2,India,7237082,,110617,,6298705,,827760,8944,5230,80,88945107,64273,1383863737,Asia,191,12510,16
3,Brazil,5114823,,151063,,4526975,,436785,8318,24014,709,17900000,84041,212990988,South America,42,1410,12
4,Russia,1326178,,22966,,1031785,,271427,2300,9086,157,51364269,351925,145952510,Europe,110,6355,3
5,Spain,925341,,33204,,N/A,N/A,N/A,1595,19789,710,14590713,312034,46760002,Europe,51,1408,3
6,Colombia,924098,,28141,,806703,,89254,2220,18106,551,4234813,82975,51036966,South America,55,1814,12
7,Argentina,917035,,24572,,742235,,150228,4294,20237,542,2260058,49876,45313862,South America,49,1844,20
8,Peru,853974,,33419,,753959,,66596,1173,25799,1010,4111951,124222,33101676,South America,39,991,8
9,Mexico,825340,4295,84420,475,601571,3580,139349,2379,6382,653,2109456,16312,129317680,North America,157,1532,61
10,France,756472,,32942,,102680,,620850,1642,11582,504,12679122,194122,65315063,Europe,86,1983,5
11,South Africa,694537,,18028,,625574,,50935,546,11669,303,4433952,74495,59520485,Africa,86,3302,13
12,UK,634920,,43018,,N/A,N/A,N/A,507,9339,633,28055923,412659,67988148,Europe,107,1580,2
13,Iran,508389,,29070,,411840,,67479,4570,6031,345,4369622,51836,84297357,Asia,166,2900,19
14,Chile,484280,,13396,,456499,,14385,778,25272,699,3754762,195938,19162966,South America,40,1430,5
15,Iraq,409358,,9970,,344208,,55180,501,10114,246,2528214,62465,40474126,Asia,99,4060,16
16,Bangladesh,381275,,5577,,295873,,79825,,2309,34,2098037,12703,165156008,Asia,433,29614,79
17,Italy,365467,,36246,,242028,,87193,514,6047,600,12762699,211177,60436115,Europe,165,1667,5
18,Philippines,344713,,6372,,293383,,44958,1758,3134,58,4196720,38154,109993725,Asia,319,17262,26
