#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,10732531,4973,344834,258,7149540,5373,3238157,20330,,,,,,North America,,,
,Asia,13244244,15085,236022,209,11707878,15613,1300344,21100,,,,,,Asia,,,
,South America,9408837,99,288993,13,8386575,570,733269,18234,,,,,,South America,,,
,Europe,8690093,61169,252999,785,3524830,28336,4912264,17308,,,,,,Europe,,,
,Africa,1738877,,41672,,1421870,,275335,2189,,,,,,Africa,,,
,Oceania,36566,15,965,,31759,14,3842,20,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,43851869,81341,1165500,1265,32223111,49906,10463258,79185,5626,149.5,,,,All,,,
1,USA,8962783,,231045,,5833824,,2897914,16611,27027,697,134476092,405504,331626890,North America,37,1435,2
2,India,7946429,541,119535,,7201070,2355,625824,8944,5740,86,104420894,75430,1384345261,Asia,174,11581,13
3,Brazil,5411550,,157451,,4865930,,388169,8318,25401,739,21900000,102795,213044574,South America,39,1353,10
4,Russia,1547774,16550,26589,320,1158940,12844,362245,2300,10604,182,58223852,398917,145954725,Europe,94,5489,3
5,France,1165278,,35018,,111347,,1018913,2770,17839,536,14880040,227802,65320179,Europe,56,1865,4
6,Spain,1156498,,35031,,N/A,N/A,N/A,2163,24732,749,16690076,356926,46760643,Europe,40,1335,3
7,Argentina,1102301,,29301,,909586,,163414,5038,24318,646,2850102,62876,45328578,South America,41,1547,16
8,Colombia,1025052,,30348,,924044,,70660,2365,20077,594,4789625,93811,51056218,South America,50,1682,11
9,Mexico,895326,4166,89171,247,655118,4763,151037,2781,6921,689,2301629,17792,129365765,North America,144,1451,56
10,UK,894690,,44998,,N/A,N/A,N/A,743,13157,662,32151242,472807,68000789,Europe,76,1511,2
11,Peru,890574,,34197,,810995,,45382,1070,26891,1033,4407293,133079,33117994,South America,37,968,8
12,South Africa,716759,,19008,,646721,,51030,546,12037,319,4709403,79087,59547043,Africa,83,3133,13
13,Iran,574856,,32953,,459250,,82653,4982,6816,391,4753357,56362,84335541,Asia,147,2559,18
14,Italy,542789,,37479,,268626,,236684,1284,8982,620,14778688,244547,60432969,Europe,111,1612,4
15,Chile,503598,,14003,,479877,,9718,730,26272,731,4157383,216883,19168788,South America,38,1369,5
16,Iraq,455398,,10671,,384593,,60134,400,11243,263,2775402,68518,40506262,Asia,89,3796,15
17,Germany,451812,1554,10192,10,326700,5200,114920,1362,5387,122,20380376,242998,83870395,Europe,186,8229,4
18,Bangladesh,401586,1335,5838,20,318123,1523,77625,,2431,35,2283964,13824,165214241,Asia,411,28300,72
19,Indonesia,396454,3520,13512,101,322248,4576,60694,,1445,49,4388995,15992,274448083,Asia,692,20311,63
20,Philippines,373144,1524,7053,14,328602,353,37489,1562,3391,64,4628065,42056,110045534,Asia,295,15603,24
21,Turkey,363999,,9874,,316008,,38117,1780,4301,117,13350801,157757,84629065,Asia,232,8571,6
22,Ukraine,355601,6677,6590,126,145336,2799,203675,177,8147,151,3025148,69308,43648016,Europe,123,6623,14
23,Saudi Arabia,345232,,5313,,331691,,8228,784,9868,152,7772683,222166,34985990,Asia,101,6585,5
24,Belgium,333718,12687,10899,89,23256,169,299563,809,28754,939,4625923,398585,11605876,Europe,35,1065,3
25,Pakistan,329375,773,6745,6,311440,365,11190,576,1482,30,4317678,19427,222246653,Asia,675,32950,51
26,Israel,311313,462,2452,,295968,1114,12893,483,33847,267,4471870,486200,9197590,Asia,30,3751,2
27,Netherlands,301597,,7072,,N/A,N/A,N/A,533,17589,412,2901903,169236,17147122,Europe,57,2425,6
