#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,9468914,5263,325203,411,6219590,4482,2924121,18231,,,,,,North America,,,
,Asia,11622221,87,209994,2,9918350,70,1493877,20809,,,,,,Asia,,,
,South America,8574170,257,269220,34,7433053,535,871897,17485,,,,,,South America,,,
,Europe,5835872,,229543,,2990490,,2615839,10229,,,,,,Europe,,,
,Africa,1564774,,37689,,1299430,,227655,1640,,,,,,Africa,,,
,Oceania,32462,4,941,,29379,1,2142,12,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,37099134,5611,1072605,447,27890943,5088,8135586,68410,4759,137.6,,,,All,,,
1,USA,7894478,,218648,,5064300,,2611530,14777,23812,659,116498135,351388,331536904,North America,42,1516,3
2,India,6977008,,107450,,5985505,,884053,8944,5042,78,84634680,61165,1383715576,Asia,198,12878,16
3,Brazil,5057190,,149692,,4433595,,473903,8318,23746,703,17900000,84048,212974500,South America,42,1423,12
4,Russia,1272238,,22257,,1009421,,240560,2300,8717,152,49656873,340228,145951829,Europe,115,6558,3
5,Colombia,894300,,27495,,780547,,86258,2220,17525,539,4097223,80289,51031042,South America,57,1856,12
6,Spain,890367,,32929,,N/A,N/A,N/A,1590,19041,704,13689776,292768,46759804,Europe,53,1420,3
7,Argentina,871468,,23225,,697141,,151102,4092,19234,513,2191450,48366,45309334,South America,52,1951,21
8,Peru,838614,,33098,,728216,,77300,1233,25338,1000,4003363,120960,33096655,South America,39,1000,8
9,Mexico,809751,5263,83507,411,588085,4482,138159,2537,6262,646,2068647,15998,129302885,North America,160,1548,63
10,France,691977,,32583,,100828,,558566,1448,10595,499,12061094,184665,65313489,Europe,94,2005,5
11,South Africa,688352,,17547,,620081,,50724,546,11567,295,4360105,73264,59512313,Africa,86,3392,14
12,UK,575679,,42679,,N/A,N/A,N/A,436,8468,628,26987470,396966,67984259,Europe,118,1593,3
13,Iran,492378,,28098,,401379,,62901,4392,5842,333,4257766,50516,84285608,Asia,171,3000,20
14,Chile,477769,,13220,,450297,,14252,821,24934,690,3618019,188820,19161175,South America,40,1449,5
15,Iraq,397780,,9735,,328097,,59948,523,9830,241,2456782,60715,40464237,Asia,102,4157,16
16,Bangladesh,375870,,5477,,289912,,80481,,2276,33,2050669,12418,165138090,Asia,439,30151,81
17,Italy,343770,,36111,,237549,,70110,387,5688,597,12326971,203964,60437083,Europe,176,1674,5
18,Saudi Arabia,338539,,4996,,324282,,9261,859,9683,143,6930352,198232,34960790,Asia,103,6998,5
19,Philippines,334770,,6152,,275307,,53311,1758,3044,56,4050388,36829,109977783,Asia,329,17877,27
20,Turkey,332382,,8722,,291754,,31906,1398,3929,103,11402342,134800,84586936,Asia,254,9698,7
21,Indonesia,324658,,11677,,247667,,65314,,1184,43,3683808,13429,274313821,Asia,845,23492,74
22,Germany,320478,,9687,,271800,,38991,510,3822,116,18129900,216198,83857984,Europe,262,8657,5
23,Pakistan,317595,,6552,,302708,,8335,493,1430,30,3795287,17092,222047102,Asia,699,33890,59
24,Israel,287858,,1886,,225248,,60724,860,31297,205,3921190,426328,9197590,Asia,32,4877,2
25,Ukraine,250538,,4779,,110650,,135109,177,5738,109,2489702,57025,43660156,Europe,174,9136,18
26,Canada,178117,,9585,,149524,,19008,154,4708,253,8434842,222950,37832824,North America,212,3947,4
27,Netherlands,161781,,6544,,N/A,N/A,N/A,258,9436,382,2656731,154953,17145366,Europe,106,2620,6
