#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,11121721,105383,350904,1487,7367215,43334,3403602,20696,,,,,,North America,,,
,Asia,13591091,91819,241541,1401,12058866,93145,1290684,21386,,,,,,Asia,,,
,South America,9630522,48824,293834,1114,8583133,28375,753555,18071,,,,,,South America,,,
,Europe,9704712,292882,263045,2984,3714613,50467,5727054,20677,,,,,,Europe,,,
,Africa,1784389,13696,42698,294,1454756,10411,286935,2295,,,,,,Africa,,,
,Oceania,37454,14,970,,32578,5,3906,25,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,45870610,552618,1193007,7280,33211820,225737,11465783,83154,5885,153.1,,,,All,,,
1,USA,9307479,93309,235114,943,6016895,33550,3055470,16983,28065,709,142770323,430494,331642770,North America,36,1411,2
2,India,8136166,48120,121681,550,7430911,59013,583574,8944,5877,88,107728088,77813,1384456382,Asia,170,11378,13
3,Brazil,5516658,20256,159477,444,4954159,,403022,8318,25893,749,21900000,102789,213056940,South America,39,1336,10
4,Russia,1599976,18283,27656,355,1200560,14519,371760,2300,10962,189,59866561,410171,145955236,Europe,91,5278,2
5,France,1331984,49215,36565,545,116533,1246,1178886,3377,20391,560,15836818,242445,65321359,Europe,49,1786,4
6,Spain,1264517,25595,35878,239,N/A,N/A,N/A,2482,27042,767,16690076,356925,46760790,Europe,37,1303,3
7,Argentina,1157179,13379,30792,350,961101,14967,165286,4981,25527,679,2980105,65740,45331975,South America,39,1472,15
8,Colombia,1063151,10029,31135,209,959433,9085,72583,2283,20821,610,4992137,97769,51060661,South America,48,1640,10
9,UK,989745,24405,46229,274,N/A,N/A,N/A,975,14554,680,33470217,492182,68003706,Europe,69,1471,2
10,Mexico,912811,5948,90773,464,668667,5028,153371,2838,7055,702,2365584,18284,129376862,North America,142,1425,55
11,Peru,900180,2586,34411,49,822316,2599,43453,1055,27178,1039,4489872,135557,33121760,South America,37,963,7
12,South Africa,723682,1912,19230,66,653052,3117,51400,546,12152,323,4800823,80614,59553172,Africa,82,3097,12
13,Italy,647674,31084,38321,199,283567,4285,325786,1746,10717,634,15568575,257620,60432243,Europe,93,1577,4
14,Iran,604952,8011,34478,365,477300,4702,93174,5128,7172,409,4892704,58009,84344353,Asia,139,2446,17
15,Germany,517720,19367,10523,88,345700,6500,161497,1839,6173,125,21882967,260907,83872585,Europe,162,7970,4
16,Chile,508571,1521,14158,40,485152,1230,9261,764,26529,739,4269503,222716,19170131,South America,38,1354,4
17,Iraq,470633,2878,10862,47,397241,2855,62530,442,11617,268,2849335,70330,40513679,Asia,86,3730,14
18,Indonesia,406945,2897,13782,81,334295,4517,58868,,1483,50,4488738,16354,274471776,Asia,674,19915,61
19,Bangladesh,406364,1604,5905,19,322703,1422,77756,,2459,36,2324730,14070,165227680,Asia,407,27981,71
20,Belgium,392258,23921,11308,138,24443,474,356507,1057,33797,974,4823283,415575,11606289,Europe,30,1026,2
21,Philippines,378933,2006,7185,38,330457,636,41291,1483,3443,65,4754247,43198,110057490,Asia,290,15318,23
22,Ukraine,378729,8312,7041,173,155026,3394,216662,177,8677,161,3176397,72777,43645874,Europe,115,6199,14
23,Turkey,373154,2322,10177,78,322465,1703,40512,1966,4409,120,13877705,163968,84636500,Asia,227,8316,6
24,Saudi Arabia,346880,398,5383,20,333409,404,8088,766,9914,154,8001276,228670,34990437,Asia,101,6500,4
25,Netherlands,341374,11119,7345,87,N/A,N/A,N/A,580,19908,428,3327701,194064,17147432,Europe,50,2335,5
26,Poland,340834,21629,5351,202,134724,5457,200759,1254,9009,141,4653611,123005,37832825,Europe,111,7070,8
27,Pakistan,332186,1078,6795,20,313527,889,11864,632,1494,31,4409537,19838,222281868,Asia,669,32713,50
28,Czechia,316838,6770,3033,171,128628,,185177,1031,29568,283,2203719,205656,10715565,Europe,34,3533,5
29,Israel,313701,587,2514,6,299822,383,11365,429,34107,273,4585409,498545,9197590,Asia,29,3659,2
30,Romania,235586,6546,6867,103,167897,4045,60822,917,12273,358,3206567,167055,19194731,Europe,81,2795,6
31,Canada,231105,2563,10104,30,193349,2140,27652,228,6106,267,9753158,257673,37850887,North America,164,3746,4
32,Morocco,215294,3256,3625,53,177925,3014,33744,819,5810,98,3305323,89203,37053740,Africa,172,10222,11
33,Nepal,168235,3517,920,16,128958,4096,38357,,5740,31,1434053,48932,29306916,Asia,174,31855,20
34,Ecuador,167147,845,12632,10,141759,,12756,336,9427,712,541502,30541,17730347,South America,106,1404,33
35,Switzerland,154251,9207,2277,77,65200,100,86774,234,17780,262,1933386,222857,8675457,Europe,56,3810,4
36,Bolivia,141484,163,8705,11,110759,456,22020,71,12067,742,332343,28345,11725010,South America,83,1347,35
37,Portugal,137272,4656,2468,40,77449,1747,57355,275,13475,242,3361537,329990,10186799,Europe,74,4128,3
38,Qatar,132343,193,232,1,129349,225,2762,39,47134,83,971199,345893,2807805,Asia,21,12103,3
39,Panama,132045,,2678,,108342,,21025,119,30447,617,654264,150860,4336882,North America,33,1619,7
40,UAE,131508,1172,490,2,127607,1460,3411,,13244,49,13040169,1313276,9929499,Asia,76,20264,1
41,Dominican Republic,126332,419,2236,2,104486,542,19610,174,11608,205,588002,54026,10883596,North America,86,4867,19
42,Kuwait,125337,671,773,6,116202,727,8362,108,29208,180,911354,212379,4291161,Asia,34,5551,5
43,Sweden,124355,,5938,9,N/A,N/A,N/A,59,12288,587,2242469,221587,10120023,Europe,81,1704,5
44,Oman,114434,,1208,,103060,,10166,185,22227,235,376700,73169,5148349,Asia,45,4262,14
45,Kazakhstan,111492,392,1825,,106187,128,3480,221,5915,97,3309626,175575,18850201,Asia,169,10329,6
46,Costa Rica,108866,1296,1371,14,66202,536,41293,186,21307,268,308063,60293,5109396,North America,47,3727,17
47,Egypt,107376,167,6258,11,99353,80,1765,41,1043,61,135000,1311,102960173,Africa,959,16453,763
48,Guatemala,107339,549,3714,10,96752,565,6873,5,5956,206,430041,23861,18023067,North America,168,4853,42
49,Japan,99622,770,1744,11,91890,568,5988,156,788,14,2681667,21225,126347390,Asia,1268,72447,47
50,Austria,99576,5627,1082,26,64987,1621,33507,263,11035,120,2203993,244254,9023349,Europe,91,8340,4
51,Belarus,97499,970,977,4,85982,650,10540,,10319,103,2470207,261445,9448290,Europe,97,9671,4
52,Honduras,96150,951,2661,9,39804,678,53685,25,9658,267,225439,22644,9955885,North America,104,3741,44
53,Ethiopia,95789,488,1464,7,51713,960,42612,327,827,13,1474983,12729,115879271,Africa,1210,79153,79
54,Venezuela,91280,,789,,85897,,4594,117,3213,28,2103473,74042,28409088,South America,311,36006,14
55,Armenia,87432,2398,1300,28,54316,1059,31816,,29487,438,397596,134093,2965079,Asia,34,2281,7
56,Bahrain,81466,204,319,2,78365,263,2782,20,47355,185,1741755,1012459,1720321,Asia,21,5393,1
57,Lebanon,79529,1751,625,15,40352,1229,38552,270,11669,92,1212828,177958,6815239,Asia,86,10904,6
58,Moldova,75201,968,1766,19,55190,695,18245,789,18656,438,370107,91819,4030840,Europe,54,2282,11
