#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,10163661,28046,335964,616,6765842,21019,3061855,18967,,,,,,North America,,,
,Asia,12685227,87887,226977,1488,11084534,87587,1373716,20946,,,,,,Asia,,,
,South America,9047533,6060,280861,157,7980244,2096,786428,17412,,,,,,South America,,,
,Europe,7288476,123954,241733,1476,3261399,31414,3785344,13936,,,,,,Europe,,,
,Africa,1671117,6057,40079,88,1371534,4383,259504,1941,,,,,,Africa,,,
,Oceania,34508,31,955,,30755,19,2798,21,,,,,,Australia/Oceania,,,
,,721,,15,,659,,47,4,,,,,,,,,
,World,40891243,252035,1126584,3825,30494967,146518,9269692,73227,5246,144.5,,,,All,,,
1,USA,8477082,20429,225633,411,5516324,13056,2735125,15487,25565,680,127223140,383676,331589837,North America,39,1470,3
2,India,7648248,53512,115938,702,6791102,60485,741208,8944,5526,84,96116771,69444,1384085979,Asia,181,11938,14
3,Brazil,5255277,4150,154327,101,4681659,,419291,8318,24671,724,17900000,84031,213015720,South America,41,1380,12
4,Russia,1431635,16319,24635,269,1085608,9704,321392,2300,9809,169,54675096,374606,145953533,Europe,102,5925,3
5,Spain,1029668,13873,34210,218,N/A,N/A,N/A,1911,22020,732,15503165,331545,46760297,Europe,45,1367,3
6,Argentina,1002662,,26716,,803965,,171981,4392,22124,589,2626406,57952,45320654,South America,45,1696,17
7,Colombia,965883,,29102,,867961,,68820,2115,18922,570,4467051,87511,51045852,South America,53,1754,11
8,France,910277,,33623,,105935,,770719,2099,13936,515,13765883,210754,65317424,Europe,72,1943,5
9,Peru,870876,,33820,,784056,,53000,1094,26303,1021,4249458,128347,33109207,South America,38,979,8
10,Mexico,854926,3699,86338,171,623494,4458,145094,2617,6610,668,2187985,16917,129339873,North America,151,1498,59
11,UK,762542,21331,43967,241,N/A,N/A,N/A,629,11215,647,30187915,443979,67993982,Europe,89,1546,2
12,South Africa,705254,,18492,,635257,,51505,546,11846,311,4565980,76697,59532742,Africa,84,3219,13
13,Iran,539670,5039,31034,322,434676,3316,73960,4810,6401,368,4570243,54204,84314980,Asia,156,2717,18
14,Chile,494478,1099,13702,26,466643,1622,14133,770,25800,715,3955343,206377,19165653,South America,39,1399,5
15,Iraq,434598,3920,10366,49,366134,2602,58098,466,10734,256,2665530,65834,40488958,Asia,93,3906,15
16,Italy,434449,10874,36705,89,255005,2046,142739,870,7189,607,13784181,228084,60434663,Europe,139,1646,4
17,Bangladesh,391586,1380,5699,18,307141,1542,78746,,2371,35,2192325,13272,165182885,Asia,422,28985,75
18,Germany,377278,3547,9924,25,298300,3500,69054,851,4499,118,19276507,229851,83865285,Europe,222,8451,4
19,Indonesia,368842,3602,12734,117,293653,4410,62455,,1344,46,4123624,15028,274392799,Asia,744,21548,67
20,Philippines,360775,1640,6690,17,310642,369,43443,1562,3279,61,4398498,39980,110017637,Asia,305,16445,25
21,Turkey,351413,1894,9445,74,306939,1512,35029,1545,4153,112,12641126,149402,84611718,Asia,241,8958,7
22,Saudi Arabia,342968,385,5217,16,329270,375,8481,840,9806,149,7457497,213220,34975613,Asia,102,6704,5
23,Pakistan,324077,618,6673,14,308020,611,9384,544,1459,30,4122069,18554,222164485,Asia,686,33293,54
24,Ukraine,309107,5469,5786,113,129533,3044,173788,177,7081,133,2815833,64505,43653015,Europe,141,7545,16
25,Israel,305993,1117,2278,15,280849,2455,22866,616,33269,248,4263393,463534,9197590,Asia,30,4038,2
26,Netherlands,244391,8165,6814,46,N/A,N/A,N/A,445,14253,397,2872319,167517,17146399,Europe,70,2516,6
27,Belgium,230480,8227,10443,30,21214,56,198823,446,19861,900,4157817,358281,11604914,Europe,50,1111,3
28,Canada,203046,1609,9792,14,171239,1568,22015,188,5366,259,8748075,231175,37841856,North America,186,3865,4
29,Poland,192539,9291,3721,107,95956,1942,92862,725,5089,98,4050049,107048,37833953,Europe,197,10168,9
30,Czechia,188773,6811,1600,87,75645,737,111528,634,17618,149,1844788,172168,10715024,Europe,57,6697,6
31,Romania,186254,3400,5996,65,134395,2313,45863,768,9702,312,2890071,150539,19198218,Europe,103,3202,7
32,Morocco,179003,3254,3027,51,148838,2417,27138,592,4832,82,3084528,83272,37041790,Africa,207,12237,12
33,Ecuador,154115,692,12404,9,134187,,7524,365,8696,700,499671,28193,17723023,South America,115,1429,35
34,Bolivia,139890,119,8502,21,104957,474,26431,71,11935,725,322128,27484,11720658,South America,84,1379,36
