#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,34845770,32367,797062,1154,26226894,19748,7821814,15711,,,,,,North America,,,
,South America,19593347,9156,506983,223,17558543,4730,1527821,19413,,,,,,South America,,,
,Asia,26574724,96370,413561,887,24793871,62347,1367292,23296,,,,,,Asia,,,
,Europe,36982075,196281,869470,2942,26193760,185901,9918845,28021,,,,,,Europe,,,
,Africa,4099653,4550,108954,69,3670029,5364,320670,2604,,,,,,Africa,,,
,Oceania,53112,156,1109,5,34386,5,17617,4,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,122149402,338880,2697154,5280,98478189,278095,20974059,89049,15671,346.0,,,,All,,,
1,USA,30315721,20923,550956,306,22459302,12027,7305463,9259,91208,1658,384408990,1156540,332378543,North America,11,603,1
2,Brazil,11700431,,285136,,10287057,,1128238,8318,54770,1335,28600000,133876,213629898,South America,18,749,7
3,India,11513524,39222,159402,152,11081335,20165,272787,8944,8285,115,230313163,165740,1389604984,Asia,121,8718,6
4,Russia,4428239,9803,93824,460,4037036,12061,297379,2300,30335,643,116300000,796690,145978921,Europe,33,1556,1
5,UK,4280882,6303,125926,95,3593136,24865,561820,968,62826,1848,110914005,1627764,68138862,Europe,16,541,1
6,France,4181607,34998,91679,268,278263,1270,3811665,4246,63962,1402,58498845,894805,65376055,Europe,16,713,1
7,Italy,3306711,24935,103855,423,2655346,15976,547510,3333,54748,1719,45894515,759860,60398612,Europe,18,582,1
8,Spain,3212332,6216,72910,117,2945446,87732,193976,1997,68687,1559,41114319,879119,46767645,Europe,15,641,1
9,Turkey,2930554,,29696,,2752023,,148835,1484,34485,349,35603028,418953,84980970,Asia,29,2862,2
10,Germany,2616512,5743,74732,55,2383600,,158180,2848,31159,890,47578793,566589,83974064,Europe,32,1124,2
11,Colombia,2314154,,61498,,2212512,,40144,1982,45140,1200,12096794,235959,51266512,South America,22,834,4
