#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33565070,3360,759898,475,23248152,3964,9557020,21321,,,,,,North America,,,
,Asia,25007594,3093,398373,53,23520134,4586,1089087,21926,,,,,,Asia,,,
,South America,17991688,463,466860,21,16259018,479,1265810,18955,,,,,,South America,,,
,Europe,34153521,6382,813300,93,23707738,8966,9632483,25544,,,,,,Europe,,,
,Africa,3924598,,103868,,3484084,,336646,2555,,,,,,Africa,,,
,Oceania,51168,7,1088,,34286,7,15794,6,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,114694360,13305,2543402,642,90254118,18002,21896840,90307,14714,326.3,,,,All,,,
1,USA,29255344,,525776,,19694306,,9035262,14786,88042,1582,359021570,1080451,332288557,North America,11,632,1
2,India,11112241,185,157195,,10786457,1889,168589,8944,8000,113,216858774,156129,1388975299,Asia,125,8836,6
3,Brazil,10551259,,255018,,9411033,,885208,8318,49407,1194,28600000,133920,213559824,South America,20,837,7
4,Russia,4246079,,86122,,3811797,,348160,2300,29088,590,111000000,760399,145976024,Europe,34,1695,1
5,UK,4176554,,122849,,2905317,,1148388,1971,61310,1803,89162545,1308859,68122332,Europe,16,555,1
6,France,3755968,,86454,,254868,,3414646,3430,57458,1323,51853607,793240,65369365,Europe,17,756,1
7,Spain,3188553,,69142,,2647446,,471965,3021,68180,1478,38491517,823052,46766806,Europe,15,676,1
8,Italy,2925265,,97699,,2405199,,422367,2231,48429,1617,40132887,664422,60402725,Europe,21,618,2
9,Turkey,2701588,,28569,,2572234,,100785,1191,31806,336,33175016,390575,84938841,Asia,31,2973,3
10,Germany,2450294,,70687,,2255500,7100,124107,2848,29183,842,43950029,523454,83961653,Europe,34,1188,2
11,Colombia,2251690,,59766,,2148249,,43675,2240,43943,1166,11458960,223627,51241336,South America,23,857,4
12,Argentina,2107365,,51965,,1905021,,150379,3505,46346,1143,7436806,163554,45470082,South America,22,875,6
13,Mexico,2086938,2810,185715,458,1633900,3898,267323,4798,16075,1430,5453322,42004,129828120,North America,62,699,24
14,Poland,1706986,,43769,,1422829,,240388,1503,45136,1157,9868422,260938,37819061,Europe,22,864,4
15,Iran,1631169,,60073,,1393125,,177971,3732,19258,709,10853800,128140,84702699,Asia,52,1410,8
16,South Africa,1513393,,49993,,1430259,,33141,546,25307,836,9077479,151791,59802408,Africa,40,1196,7
17,Ukraine,1352134,4285,26050,68,1171724,1701,154360,177,31042,598,6845974,157166,43558754,Europe,32,1672,6
18,Indonesia,1334634,,36166,,1142703,,155765,,4846,131,10799191,39208,275435303,Asia,206,7616,26
19,Peru,1329805,,46494,,1232528,,50783,2150,39964,1397,7584699,227941,33274900,South America,25,716,4
20,Czechia,1235480,,20339,,1067557,,147584,1523,115227,1897,8024849,748435,10722168,Europe,9,527,1
21,Netherlands,1088690,,15563,,N/A,N/A,N/A,518,63443,907,6970400,406200,17160033,Europe,16,1103,2
22,Canada,866503,,21994,,813778,,30731,567,22826,579,24425703,643441,37961073,North America,44,1726,2
23,Chile,825625,,20572,,780530,,24523,1659,42946,1070,9366844,487228,19224767,South America,23,935,2
24,Portugal,804562,,16317,,718977,,69268,484,79057,1603,8220231,807732,10176932,Europe,13,624,1
25,Romania,801994,,20350,,740352,,41292,1006,41875,1063,6052647,316029,19152187,Europe,24,941,3
26,Israel,775807,,5752,,733410,,36645,754,84349,625,11959120,1300245,9197590,Asia,12,1599,1
27,Belgium,771511,2097,22077,25,52524,165,696910,397,66378,1899,9469086,814681,11623063,Europe,15,526,1
28,Iraq,695489,,13406,,635931,,46152,397,17040,328,6846243,167737,40815271,Asia,59,3045,6
29,Sweden,657309,,12826,,N/A,N/A,N/A,234,64817,1265,6139911,605456,10140977,Europe,15,791,2
30,Pakistan,581365,1392,12896,36,546371,1094,22098,1568,2599,58,8990176,40186,223713940,Asia,385,17348,25
31,Philippines,576352,,12318,,534271,,29763,785,5214,111,8785105,79472,110543706,Asia,192,8974,13
32,Switzerland,554932,,9966,,507856,,37110,180,63811,1146,5025401,577863,8696523,Europe,16,873,2
33,Bangladesh,546216,,8408,,496924,,40884,,3295,51,4044027,24395,165774179,Asia,303,19716,41
34,Morocco,483654,,8623,,469046,,5985,284,13002,232,5655947,152043,37199532,Africa,77,4314,7
35,Austria,459440,,8561,,430415,,20464,279,50821,947,5368211,593799,9040445,Europe,20,1056,2
36,Serbia,459259,,4443,,400347,,54469,162,52704,510,2940507,337448,8713949,Europe,19,1961,3
37,Japan,431740,,7860,,409319,,14561,434,3421,62,8234982,65244,126218898,Asia,292,16058,15
38,Hungary,428599,,14974,,321128,,92497,524,44442,1553,3660342,379545,9644037,Europe,23,644,3
39,UAE,391524,,1221,,381225,,9078,,39273,122,30665851,3076021,9969323,Asia,25,8165,0
40,Jordan,391090,,4701,,348599,,37790,302,38080,458,4600197,447921,10270104,Asia,26,2185,2
41,Saudi Arabia,377383,,6494,,368305,,2584,481,10730,185,13633077,387620,35171284,Asia,93,5416,3
42,Lebanon,375050,,4692,,291590,,78768,912,55113,689,3025365,444573,6805100,Asia,18,1450,2
43,Panama,340915,,5845,,326213,,8857,195,78200,1341,1908448,437764,4359539,North America,13,746,2
44,Slovakia,308083,,7189,,255300,,45594,677,56411,1316,2046571,374734,5461398,Europe,18,760,3
45,Malaysia,300752,,1130,,273417,,26205,202,9214,35,6234519,191010,32639768,Asia,109,28885,5
46,Belarus,287306,,1976,,277995,,7335,,30412,209,4898038,518461,9447258,Europe,33,4781,2
47,Ecuador,286155,,15811,,247898,,22446,532,16058,887,1009661,56660,17819701,South America,62,1127,18
48,Nepal,274143,,2774,,270407,,962,,9299,94,2162936,73365,29481826,Asia,108,10628,14
49,Georgia,270918,160,3520,10,265523,409,1875,,68000,884,2730044,685239,3984076,Asia,15,1132,1
50,Bolivia,249010,463,11649,21,193032,479,44329,71,21142,989,720678,61188,11778096,South America,47,1011,16
51,Bulgaria,247038,,10191,,205545,,31302,394,35732,1474,1665229,240863,6913582,Europe,28,678,4
52,Croatia,242973,,5526,,234234,,3213,67,59430,1352,1344652,328894,4088403,Europe,17,740,3
53,Dominican Republic,239617,,3100,,191338,,45179,207,21943,284,1207621,110590,10919830,North America,46,3523,9
54,Azerbaijan,234537,,3220,,228768,,2549,,22995,316,2598679,254782,10199628,Asia,43,3168,4
55,Tunisia,233277,,8001,,198006,,27270,266,19603,672,979785,82332,11900361,Africa,51,1487,12
56,Ireland,219592,,4319,,23364,,191909,133,44146,868,3523320,708315,4974231,Europe,23,1152,1
57,Kazakhstan,213431,622,2540,,196889,346,14002,221,11278,134,7419449,392044,18925047,Asia,89,7451,3
58,Denmark,211195,,2361,,202181,,6653,41,36377,407,17016520,2930987,5805730,Europe,27,2459,0
59,Costa Rica,204341,,2800,,177099,,24442,147,39872,546,669685,130673,5124886,North America,25,1830,8
60,Lithuania,197343,,3234,,183324,,10785,153,73174,1199,2115119,784276,2696905,Europe,14,834,1
61,Greece,191100,,6504,,165718,,18878,391,18394,626,5235862,503974,10389159,Europe,54,1597,2
62,Kuwait,190852,,1083,,179209,,10560,156,44258,251,1784499,413823,4312223,Asia,23,3982,2
63,Slovenia,190081,,3836,,175210,,11035,95,91423,1845,912361,438819,2079128,Europe,11,542,2
64,Moldova,185453,,3949,,166178,,15326,311,46044,980,717590,178162,4027728,Europe,22,1020,6
