#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33807054,8135,768468,884,23602944,5254,9435642,20874,,,,,,North America,,,
,Asia,25231470,465,400680,7,23703491,483,1127299,21976,,,,,,Asia,,,
,South America,18230392,834,473063,31,16504681,729,1252648,19018,,,,,,South America,,,
,Europe,34489278,,823542,,24103065,,9562671,25698,,,,,,Europe,,,
,Africa,3953557,,104834,,3516663,,332060,2484,,,,,,Africa,,,
,Oceania,51370,16,1091,,34309,2,15970,2,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,115763842,9450,2571693,922,91465859,6468,21726290,90052,14851,329.9,,,,All,,,
1,USA,29456377,,531652,,20003325,,8921400,14357,88643,1600,363407751,1093599,332304437,North America,11,625,1
2,India,11156748,,157471,,10824233,,175044,8944,8032,113,217618057,156663,1389086420,Asia,125,8821,6
3,Brazil,10722221,,259402,,9591590,,871229,8318,50204,1215,28600000,133913,213572190,South America,20,823,7
4,Russia,4278750,,87348,,3853734,,337668,2300,29311,598,111800000,765877,145976535,Europe,34,1671,1
5,UK,4194785,,123783,,3005720,,1065282,1709,61575,1817,92253379,1354173,68125249,Europe,16,550,1
6,France,3810316,,87542,,261289,,3461485,3637,58288,1339,53548191,819149,65370546,Europe,17,747,1
7,Spain,3136321,,70247,,2722304,,343770,2709,67063,1502,39313189,840619,46766954,Europe,15,666,1
8,Italy,2976274,,98635,,2440218,,437421,2411,49274,1633,40998387,678759,60401999,Europe,20,612,1
9,Turkey,2734836,,28771,,2593264,,112801,1224,32195,339,33578861,395295,84946276,Asia,31,2952,3
10,Germany,2472896,,71711,,2274400,,126785,2848,29452,854,43950029,523440,83963843,Europe,34,1171,2
11,Colombia,2262646,,60082,,2160555,,42009,2240,44153,1172,11568895,225753,51245779,South America,23,853,4
12,Argentina,2126531,,52453,,1921589,,152489,3521,46764,1153,7565413,166370,45473478,South America,21,867,6
13,Mexico,2104987,7793,188044,857,1650230,4918,266713,4798,16212,1448,5524624,42550,129839216,North America,62,690,24
14,Poland,1735406,,44360,,1441479,,249567,1583,45887,1173,10008084,264633,37818722,Europe,22,853,4
15,Iran,1656699,,60353,,1413717,,182629,3747,19557,712,11032310,130234,84711511,Asia,51,1404,8
16,South Africa,1516262,,50366,,1434772,,31124,546,25352,842,9114026,152387,59808536,Africa,39,1187,7
17,Ukraine,1364705,,26397,,1182036,,156272,177,31332,606,6983925,160341,43556612,Europe,32,1650,6
18,Indonesia,1353834,,36721,,1169916,,147197,,4915,133,10946722,39740,275458996,Asia,203,7501,25
19,Peru,1344969,,47089,,1250047,,47833,2153,40415,1415,7701919,231437,33278666,South America,25,707,4
20,Czechia,1269058,,20941,,1093537,,154580,1661,118357,1953,8281086,772322,10722330,Europe,8,512,1
21,Netherlands,1101430,,15697,,N/A,N/A,N/A,549,64185,915,6970400,406192,17160343,Europe,16,1093,2
22,Canada,875559,,22105,,823524,,29930,572,23063,582,24676396,649998,37963782,North America,43,1717,2
23,Chile,835552,,20704,,790528,,24320,1711,43459,1077,9482366,493203,19226110,South America,23,929,2
24,Romania,812318,,20586,,746779,,44953,1032,42416,1075,6403764,334380,19151141,Europe,24,930,3
25,Portugal,806626,,16430,,725399,,64797,415,79262,1614,8290209,814627,10176690,Europe,13,619,1
26,Israel,789485,,5803,,741167,,42515,720,85836,631,12199957,1326430,9197590,Asia,12,1585,1
27,Belgium,774344,,22141,,52637,,699566,413,66619,1905,9529132,819818,11623476,Europe,15,525,1
28,Iraq,708951,,13483,,646619,,48849,412,17367,330,6963270,170574,40822687,Asia,58,3028,6
29,Sweden,675292,,12964,,N/A,N/A,N/A,234,66587,1278,6139911,605425,10141493,Europe,15,782,2
30,Pakistan,583916,,13013,,554225,,16678,1561,2610,58,9055069,40470,223749155,Asia,383,17194,25
31,Philippines,582223,,12389,,534778,,35056,785,5266,112,8875386,80280,110555662,Asia,190,8924,12
32,Switzerland,559845,,10014,,515188,,34643,168,64372,1151,5136958,590656,8697041,Europe,16,868,2
33,Bangladesh,547930,,8428,,499627,,39875,,3305,51,4089336,24666,165787618,Asia,303,19671,41
34,Morocco,484753,,8653,,470425,,5675,254,13030,233,5682349,152739,37203117,Africa,77,4299,7
35,Serbia,470941,,4491,,400347,,66103,161,54046,515,2986711,342762,8713662,Europe,19,1940,3
36,Austria,465322,,8625,,435669,,21028,313,51469,954,5507472,609175,9040866,Europe,19,1048,2
37,Hungary,439900,,15324,,326215,,98361,622,45615,1589,3719113,385647,9643837,Europe,22,629,3
38,Japan,434356,,7984,,413334,,13038,407,3441,63,8403376,66579,126215739,Asia,291,15809,15
39,Jordan,407617,,4793,,355781,,47043,361,39686,467,4718364,459390,10270934,Asia,25,2143,2
40,UAE,399463,,1269,,385587,,12607,,40065,127,31284394,3137758,9970302,Asia,25,7857,0
41,Lebanon,383499,,4866,,298406,,80227,886,56357,715,3075360,451936,6804850,Asia,18,1398,2
42,Saudi Arabia,378333,,6510,,369277,,2546,501,10756,185,13782574,391821,35175732,Asia,93,5403,3
43,Panama,342741,,5884,,328945,,7912,195,78609,1350,1932067,443125,4360096,North America,13,741,2
44,Slovakia,314359,,7489,,255300,,51570,684,57560,1371,2076101,380139,5461420,Europe,17,729,3
45,Malaysia,305880,,1148,,280707,,24025,195,9370,35,6367061,195050,32643167,Asia,107,28435,5
46,Belarus,290447,,2002,,280766,,7679,,30744,212,4933973,522267,9447232,Europe,33,4719,2
47,Ecuador,289472,,15921,,247898,,25653,507,16242,893,1022897,57396,17821898,South America,62,1119,17
