#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,33893380,9983,771419,870,23707154,6047,9414807,20461,,,,,,North America,,,
,Asia,25366111,53561,401978,485,23808341,42897,1155792,22022,,,,,,Asia,,,
,South America,18334626,6300,475685,117,16569860,3578,1289081,18852,,,,,,South America,,,
,Europe,34756259,86262,828618,1604,24349486,56587,9578155,25920,,,,,,Europe,,,
,Africa,3968493,2100,105179,14,3529396,2046,333918,2473,,,,,,Africa,,,
,Oceania,51518,77,1093,,34313,3,16112,2,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,116371108,158283,2583987,3090,91999256,111158,21787865,89730,14929,331.5,,,,All,,,
1,USA,29528061,1975,533660,24,20093751,309,8900650,13934,88857,1606,365044763,1098508,332309730,North America,11,623,1
2,India,11188983,15411,157672,88,10850028,12007,181283,8944,8055,114,219940742,158331,1389123461,Asia,124,8810,6
3,Brazil,10796506,,261188,,9637020,,898298,8318,50551,1223,28600000,133910,213576312,South America,20,818,7
4,Russia,4301159,11024,88285,462,3885321,15464,327553,2300,29465,605,112500000,770671,145976706,Europe,34,1653,1
5,UK,4201358,,124025,,3096564,,980769,1647,61670,1821,93148314,1367290,68126222,Europe,16,549,1
6,France,3835595,,87835,,262690,,3485070,3633,58674,1344,53959451,825435,65370939,Europe,17,744,1
7,Spain,3142358,,70501,,2722304,,349553,2615,67192,1507,39313189,840618,46767004,Europe,15,663,1
8,Italy,2999119,,98974,,2453706,,446439,2475,49653,1639,41338022,684384,60401757,Europe,20,610,1
9,Turkey,2746158,,28839,,2601137,,116182,1220,32327,339,33716746,396907,84948754,Asia,31,2946,3
10,Germany,2486584,2278,72076,69,2292100,8700,122408,2848,29615,858,45114160,537300,83964573,Europe,34,1165,2
11,Colombia,2266211,,60189,,2164438,,41584,1982,44221,1174,11614196,226631,51247260,South America,23,851,4
12,Argentina,2133963,,52644,,1928377,,152942,3521,46926,1158,7617966,167521,45474610,South America,21,864,6
13,Mexico,2112508,7521,188866,822,1655549,5319,268093,4798,16270,1455,5555699,42788,129842915,North America,61,687,23
14,Poland,1766490,15829,44912,263,1459564,10945,262014,1675,46710,1188,10070976,266297,37818609,Europe,21,842,4
15,Iran,1673470,8367,60512,81,1428008,7050,184950,3767,19754,714,11151509,131636,84714448,Asia,51,1400,8
16,South Africa,1517666,,50462,,1436010,,31194,546,25375,844,9178323,153457,59810579,Africa,39,1185,7
17,Ukraine,1384917,10155,26763,172,1191022,4149,167132,177,31796,614,7062386,162145,43555898,Europe,31,1627,6
18,Indonesia,1368069,6971,37026,129,1182687,6331,148356,,4966,134,11004843,39950,275466894,Asia,201,7440,25
19,Peru,1349847,,47306,,1250047,,52494,2176,40560,1421,7757176,233089,33279921,South America,25,704,4
20,Czechia,1299002,14554,21325,90,1115172,384,162505,1735,121149,1989,8510157,793681,10722385,Europe,8,503,1
21,Netherlands,1105544,,15730,,N/A,N/A,N/A,549,64424,917,6970400,406190,17160446,Europe,16,1091,2
22,Canada,878391,,22151,,826337,,29903,572,23137,583,24763481,652277,37964686,North America,43,1714,2
23,Chile,845450,5331,20928,90,796791,2972,27731,1755,43973,1088,9598763,499245,19226558,South America,23,919,2
24,Romania,820931,4342,20785,101,752234,2561,47912,1067,42867,1085,6476050,338161,19150793,Europe,23,921,3
25,Portugal,808405,949,16486,28,728659,1606,63260,383,79438,1620,8318706,817434,10176609,Europe,13,617,1
26,Israel,795454,2047,5832,10,748575,2347,41047,690,86485,634,12374804,1345440,9197590,Asia,12,1577,1
27,Belgium,780251,2643,22196,27,53027,164,705028,434,67126,1910,9637230,829108,11623613,Europe,15,524,1
28,Iraq,719121,5127,13537,30,653149,3134,52435,442,17615,332,7053730,172779,40825159,Asia,57,3016,6
29,Sweden,684961,,13003,34,N/A,N/A,N/A,231,67539,1282,6139911,605415,10141664,Europe,15,780,2
30,Philippines,587704,3045,12423,19,535207,178,40074,785,5316,112,8954856,80996,110559647,Asia,188,8900,12
31,Pakistan,587014,1579,13128,52,556769,1527,17117,1551,2623,59,9135393,40827,223760893,Asia,381,17045,24
32,Switzerland,562290,1222,10036,14,518582,1784,33672,163,64652,1154,5198760,597750,8697214,Europe,15,867,2
