#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,34104749,10777,777736,392,23987524,6924,9339489,19639,,,,,,North America,,,
,Asia,25611422,61931,404917,735,24023077,55016,1183428,22260,,,,,,Asia,,,
,South America,18634870,5071,481578,102,16777069,5033,1376223,18879,,,,,,South America,,,
,Europe,35196348,74204,836669,1594,24707345,57862,9652334,26507,,,,,,Europe,,,
,Africa,3996450,2788,105946,40,3559035,3139,331469,2506,,,,,,Africa,,,
,Oceania,51758,113,1093,,34328,3,16337,3,,,,,,Australia/Oceania,,,
,,721,,15,,706,,0,0,,,,,,,,,
,World,117596318,154884,2607954,2863,93089084,127977,21899280,89794,15087,334.6,,,,All,,,
1,USA,29702026,5776,537954,116,20337959,1303,8826113,13112,89376,1619,369312823,1111298,332325610,North America,11,618,1
2,India,11244092,14821,157964,74,10896975,16095,189153,8944,8094,114,221968271,159777,1389234581,Asia,124,8795,6
3,Brazil,11019344,,265500,,9757178,,996666,8318,51591,1243,28600000,133902,213588678,South America,19,804,7
4,Russia,4333029,10253,89473,379,3922246,10322,321310,2300,29683,613,113500000,777519,145977217,Europe,34,1632,1
5,UK,4223232,4712,124566,65,3199565,,899101,1542,61989,1828,96520517,1416729,68129139,Europe,16,547,1
6,France,3904233,,88574,,265295,,3550364,3743,59723,1355,54979855,841029,65372120,Europe,17,738,1
7,Spain,3149012,,71138,,2744664,,333210,2571,67334,1521,40292390,861553,46767152,Europe,15,657,1
8,Italy,3081368,13902,100103,318,2508732,13893,472533,2700,51015,1657,42527529,704086,60401031,Europe,20,603,1
9,Turkey,2780417,,29030,,2623924,,127463,1261,32728,342,34122851,401652,84956188,Asia,31,2926,2
10,Germany,2510370,1715,72563,31,2310900,6600,126907,2848,29897,864,45114160,537286,83966763,Europe,33,1157,2
11,Colombia,2276656,,60503,,2177199,,38954,1982,44421,1181,11717598,228628,51251703,South America,23,847,4
12,Argentina,2149636,,52880,,1945816,,150940,3467,47268,1163,7720598,169766,45478006,South America,21,860,6
13,Mexico,2128600,2734,190604,247,1670431,3773,267565,4798,16392,1468,5619656,43277,129854012,North America,61,681,23
14,Poland,1801083,6170,45317,32,1494083,11515,261683,1838,47625,1198,10242519,270835,37818271,Europe,21,835,4
15,Iran,1698005,8313,60786,99,1449350,7152,187869,3804,20042,717,11274630,133076,84723260,Asia,50,1394,8
16,South Africa,1521068,,50678,,1440874,,29516,546,25429,847,9255492,154731,59816708,Africa,39,1180,6
17,Ukraine,1406800,5572,27128,106,1198254,1734,181418,177,32300,623,7062386,162153,43553756,Europe,31,1605,6
18,Indonesia,1386556,6894,37547,281,1203381,8725,145628,,5033,136,11218786,40723,275490587,Asia,199,7337,25
19,Peru,1371176,,47854,,1276245,,47077,2184,41197,1438,7917284,237873,33283687,South America,24,696,4
