#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,6845820,5928,256960,504,3833070,4771,2755790,21475,,,,,,North America,,,
,South America,5627096,1370,185793,61,4184532,1030,1256771,14869,,,,,,South America,,,
,Asia,6119540,370,127483,,4805282,118,1186775,19034,,,,,,Asia,,,
,Europe,3313502,,204813,,1965667,,1143022,5198,,,,,,Europe,,,
,Africa,1172802,,27374,,892304,,253124,1202,,,,,,Africa,,,
,Oceania,26983,201,512,13,20386,,6085,54,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,23106464,7869,802950,578,15701892,5919,6601622,61836,2964,103.0,,,,All,,,
1,USA,5796727,,179200,,3127418,,2490109,16801,17498,541,74718580,225547,331277530,North America,57,1849,4
2,Brazil,3536488,,113454,,2670755,,752279,8318,16621,533,14144344,66476,212772522,South America,60,1875,15
3,India,2973368,,55928,,2220799,,696641,8944,2152,40,33467237,24218,1381900601,Asia,465,24709,41
4,Russia,946976,,16189,,761330,,169457,2300,6489,111,33800000,231597,145943480,Europe,154,9015,4
5,South Africa,603338,,12843,,500102,,90393,539,10155,216,3504507,58986,59412210,Africa,98,4626,17
6,Peru,567059,,27034,,380730,,159295,1519,17165,818,2852011,86333,33035148,South America,58,1222,12
7,Mexico,549734,5928,59610,504,376409,4771,113715,3518,4257,462,1239133,9597,129121642,North America,235,2166,104
8,Colombia,522138,,16568,,348940,,156630,1493,10246,325,2409706,47288,50958476,South America,98,3076,21
9,Spain,407879,,28838,,N/A,N/A,N/A,541,8723,617,7955615,170147,46757388,Europe,115,1621,6
10,Chile,393769,,10723,,367897,,15149,1072,20574,560,2142301,111932,19139231,South America,49,1785,9
11,Iran,354764,,20376,,305866,,28522,3794,4216,242,2987117,35501,84141682,Asia,237,4129,28
12,Argentina,329043,,6730,,239806,,82507,1853,7271,149,1052687,23262,45253865,South America,138,6724,43
13,UK,323313,,41405,,N/A,N/A,N/A,76,4759,609,15177265,223403,67936614,Europe,210,1641,4
14,Saudi Arabia,305186,,3580,,277067,,24539,1675,8748,103,4501104,129015,34888154,Asia,114,9745,8
15,Pakistan,291588,,6219,,273579,,11790,722,1317,28,2389365,10789,221471926,Asia,760,35612,93
16,Bangladesh,290360,,3861,,172615,,113884,,1761,23,1420449,8613,164918594,Asia,568,42714,116
17,Italy,257065,,35427,,204960,,16678,69,4253,586,7862592,130070,60448938,Europe,235,1706,8
18,Turkey,255723,,6080,,235569,,14074,749,3028,72,6154157,72860,84465504,Asia,330,13892,14
19,France,234400,,30503,,84829,,119068,379,3590,467,6000000,91892,65294208,Europe,279,2141,11
20,Germany,233021,,9328,,205800,,17893,236,2780,111,10197366,121655,83822211,Europe,360,8986,8
21,Iraq,197085,,6283,,140446,,50356,587,4885,156,1393488,34541,40343106,Asia,205,6421,29
22,Philippines,182365,,2940,,114519,,64906,717,1661,27,2238793,20393,109782500,Asia,602,37341,49
23,Indonesia,149408,,6500,,102991,,39917,,545,24,1989870,7264,273926831,Asia,1833,42143,138
24,Canada,124372,,9064,,110648,,4660,62,3291,240,5034059,133216,37788569,North America,304,4169,8
25,Qatar,116481,,193,,113216,,3072,66,41485,69,577122,205542,2807805,Asia,24,14548,5
26,Bolivia,107435,1370,4366,61,42141,1030,60928,71,9186,373,227931,19490,11694986,South America,109,2679,51
27,Ecuador,106481,,6248,,87730,,12503,350,6023,353,301496,17053,17679810,South America,166,2830,59
28,Kazakhstan,104071,,1415,,87920,,14736,221,5533,75,2291327,121828,18807869,Asia,181,13292,8
29,Israel,100716,,809,,77785,,22122,390,10950,88,2180096,237029,9197590,Asia,91,11369,4
30,Ukraine,100643,,2207,,51078,,47358,177,2303,51,1378519,31549,43695147,Europe,434,19798,32
31,Egypt,97148,,5231,,64318,,27599,41,947,51,135000,1316,102595748,Africa,1056,19613,760
32,Dominican Republic,89867,,1533,,59132,,29202,287,8273,141,339860,31286,10863103,North America,121,7086,32
33,Sweden,86068,,5810,,N/A,N/A,N/A,26,8515,575,1030010,101899,10108172,Europe,117,1740,10
34,Panama,84392,,1859,,59722,,22811,153,19517,430,287300,66442,4324067,North America,51,2326,15
35,Oman,83769,,609,,78386,,4774,151,16349,119,309212,60348,5123786,Asia,61,8413,17
36,Belgium,80178,,9976,,18131,,52071,82,6914,860,2074445,178881,11596801,Europe,145,1162,6
37,Kuwait,79269,,511,,71264,,7494,95,18524,119,581118,135799,4279248,Asia,54,8374,7
38,Romania,76355,,3196,,34523,,38636,489,3973,166,1591015,82784,19218793,Europe,252,6013,12
39,Belarus,70111,,632,,68256,,1223,,7420,67,1455885,154080,9448874,Europe,135,14951,6
40,Guatemala,66941,,2532,,55314,,9095,5,3727,141,216776,12070,17960500,North America,268,7093,83
41,UAE,66193,,370,,58296,,7527,,6681,37,6348109,640772,9906975,Asia,150,26776,2
42,Netherlands,65589,,6195,,N/A,N/A,N/A,56,3827,361,1312787,76591,17140305,Europe,261,2767,13
43,Poland,60281,,1938,,41029,,17314,84,1593,51,2493423,65893,37840609,Europe,628,19526,15
44,Japan,59721,,1155,,46467,,12099,243,472,9,1282693,10146,126420061,Asia,2117,109455,99
45,Singapore,56216,,27,,53651,,2538,,9598,5,1745928,298102,5856815,Asia,104,216919,3
