#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,5849662,7164,227735,873,3109014,5444,2512913,25786,,,,,,North America,,,
,South America,4455820,1780,152789,65,3072882,1047,1230149,14330,,,,,,South America,,,
,Asia,4703090,17319,104072,219,3526332,14605,1072686,18806,,,,,,Asia,,,
,Europe,2971611,8124,205050,173,1789344,10418,977217,5317,,,,,,Europe,,,
,Africa,997786,184,21686,3,677461,253,298639,1188,,,,,,Africa,,,
,Oceania,21725,446,280,8,12611,143,8834,52,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,19000415,35017,711627,1341,12188295,31910,6100493,65483,2438,91.3,,,,All,,,
1,USA,4973741,173,161607,6,2540880,743,2271254,18424,15018,488,62383907,188361,331192837,North America,67,2049,5
2,Brazil,2862761,,97418,,2020637,,744706,8318,13459,458,13329028,62664,212706570,South America,74,2183,16
3,India,1967700,4461,40772,33,1329026,1826,597902,8944,1425,30,22149351,16035,1381307956,Asia,702,33879,62
4,Russia,871894,5267,14606,116,676357,7331,180931,2300,5974,100,29716907,203623,145940753,Europe,167,9992,5
5,South Africa,529877,,9298,,377266,,143313,539,8924,157,3113191,52429,59379523,Africa,112,6386,19
6,Mexico,456100,6139,49698,829,304708,4454,101694,3951,3534,385,1041860,8073,129062461,North America,283,2597,124
7,Peru,447624,,20228,,306430,,120966,1419,13558,613,2466745,74716,33015064,South America,74,1632,13
8,Chile,364723,,9792,,338291,,16640,1400,19063,512,1737813,90832,19132066,South America,52,1954,11
9,Spain,352847,,28499,,N/A,N/A,N/A,617,7546,610,7064329,151087,46756599,Europe,133,1641,7
10,Colombia,345714,,11624,,186317,,147773,1493,6787,228,1761772,34589,50934781,South America,147,4382,29
11,Iran,317483,,17802,,274932,,24749,4129,3775,212,2587083,30764,84094686,Asia,265,4724,33
12,UK,307184,,46364,,N/A,N/A,N/A,77,4523,683,17210335,253387,67921056,Europe,221,1465,4
13,Saudi Arabia,282824,,3020,,245314,,34490,1991,8112,87,3580139,102687,34864436,Asia,123,11545,10
14,Pakistan,281863,727,6035,21,256058,1772,19770,809,1274,27,2058872,9304,221284113,Asia,785,36667,107
15,Bangladesh,249651,2977,3306,39,143824,2074,102521,,1514,20,1225124,7432,164846922,Asia,660,49863,135
16,Italy,248803,,35181,,200976,,12646,41,4116,582,7041040,116472,60452810,Europe,243,1718,9
17,Turkey,236112,,5784,,219506,,10822,582,2797,69,5027308,59547,84425853,Asia,358,14596,17
18,Argentina,220682,,4106,,96948,,119628,1150,4878,91,777278,17183,45235752,South America,205,11017,58
19,Germany,214104,,9245,,196100,1400,8759,270,2555,110,8586648,102453,83810530,Europe,391,9065,10
20,France,194029,,30305,,82166,,81558,384,2972,464,2982302,45679,65287912,Europe,336,2154,22
21,Iraq,137556,,5094,,98442,,34020,519,3413,126,1076150,26701,40303553,Asia,293,7912,37
