#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,5937010,24396,230171,1134,3157194,9639,2549645,25706,,,,,,North America,,,
,South America,4554499,11527,155132,320,3119919,4381,1279448,14319,,,,,,South America,,,
,Asia,4849016,74799,106518,1264,3651120,63993,1091378,18750,,,,,,Asia,,,
,Europe,2998105,15218,205586,363,1804314,11163,988205,5161,,,,,,Europe,,,
,Africa,1013290,1418,22143,29,694859,1239,296288,1201,,,,,,Africa,,,
,Oceania,22142,435,292,11,12826,35,9024,51,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,19374783,127793,719857,3121,12440883,90450,6214043,65192,2486,92.4,,,,All,,,
1,USA,5046675,14496,163027,223,2579971,3303,2303677,18295,15238,492,63234529,190927,331198130,North America,66,2032,5
2,Brazil,2927807,10245,98844,200,2047660,,781303,8318,13764,465,13206188,62085,212710692,South America,73,2152,16
3,India,2076553,51144,42436,798,1419699,42315,614418,8944,1503,31,22788393,16497,1381344997,Asia,665,32551,61
4,Russia,877135,5241,14725,119,683592,7235,178818,2300,6010,101,30038123,205824,145940924,Europe,166,9911,5
5,South Africa,538184,,9604,,387316,,141264,539,9063,162,3149807,53044,59381566,Africa,110,6183,19
6,Mexico,462690,6590,50517,819,308848,4140,103325,3987,3585,391,1056915,8189,129066160,North America,279,2555,122
7,Peru,455409,,20424,,310337,,124648,1426,13793,619,2493429,75521,33016319,South America,72,1617,13
8,Chile,366671,,9889,,340168,,16614,1358,19165,517,1760615,92022,19132514,South America,52,1935,11
9,Colombia,357710,,11939,,192355,,153416,1493,7023,234,1801835,35374,50936262,South America,142,4266,28
10,Spain,354530,,28500,,N/A,N/A,N/A,617,7582,610,7064329,151087,46756648,Europe,132,1641,7
11,Iran,322567,2450,18132,156,279724,2261,24711,4136,3836,216,2637575,31363,84097623,Asia,261,4638,32
12,UK,309005,871,46511,98,N/A,N/A,N/A,69,4549,685,17515234,257873,67922029,Europe,220,1460,4
13,Saudi Arabia,285793,1567,3093,38,248948,1859,33752,1892,8197,89,3694004,105949,34865919,Asia,122,11273,9
14,Pakistan,282645,782,6052,17,258099,2041,18494,826,1277,27,2079333,9396,221295851,Asia,783,36566,106
15,Bangladesh,252502,2851,3333,27,145584,1760,103585,,1532,20,1237823,7509,164851401,Asia,653,49460,133
16,Italy,249756,552,35190,3,201642,319,12924,42,4131,582,7158909,118422,60452568,Europe,242,1718,8
17,Turkey,237265,,5798,,220546,,10921,580,2810,69,5081802,60191,84428331,Asia,356,14562,17
18,Argentina,228195,,4291,40,103297,3445,120607,1150,5044,95,812564,17962,45236884,South America,198,10542,56
19,Germany,215882,672,9253,1,196200,,10429,236,2576,110,8586648,102452,83811260,Europe,388,9058,10
20,France,195633,,30312,,82460,,82861,384,2996,464,3992206,61147,65288306,Europe,334,2154,16
21,Iraq,144064,3461,5236,75,103197,2172,35631,566,3574,130,1110258,27546,40306025,Asia,280,7698,36
22,Philippines,122754,3379,2168,24,66852,73,53734,239,1119,20,1703805,15528,109722719,Asia,894,50610,64
23,Indonesia,121226,2473,5593,72,77557,1912,38076,,443,20,1663315,6075,273808365,Asia,2259,48956,165
24,Canada,118561,,8966,,103106,,6489,2263,3139,237,4319172,114339,37775022,North America,319,4213,9
25,Qatar,112383,291,180,2,109142,311,3061,82,40025,64,513930,183036,2807805,Asia,25,15599,5
26,Kazakhstan,96922,980,1058,,70680,1809,25184,221,5156,56,2183308,116142,18798667,Asia,194,17768,9
27,Egypt,95006,,4951,,48898,,41157,41,927,48,135000,1317,102516525,Africa,1079,20706,759
28,Ecuador,90537,,5877,,71318,,13342,378,5124,333,258582,14635,17668824,South America,195,3006,68
29,Bolivia,86423,1282,3465,80,27373,936,55585,71,7394,296,183583,15706,11688459,South America,135,3373,64
30,Sweden,82323,41,5763,5,N/A,N/A,N/A,34,8146,570,863315,85429,10105596,Europe,123,1754,12
31,Oman,81067,354,502,10,72263,1353,8302,172,15838,98,309212,60411,5118446,Asia,63,10196,17
32,Israel,80991,1432,581,5,55313,1886,25097,369,8806,63,1872453,203581,9197590,Asia,114,15831,5
33,Ukraine,78261,1453,1852,33,43055,531,33354,143,1791,42,1135051,25970,43705858,Europe,558,23599,39
34,Dominican Republic,77709,1173,1259,13,41393,854,35057,317,7156,116,281926,25963,10858648,North America,140,8625,39
35,Belgium,72016,858,9861,2,17700,39,44455,65,6211,850,1791554,154514,11594739,Europe,161,1176,6
36,Panama,71418,,1574,,45658,,24186,161,16527,364,240995,55769,4321282,North America,61,2745,18
37,Kuwait,70727,682,471,2,62330,720,7926,124,16538,110,526286,123060,4276658,Asia,60,9080,8
38,Belarus,68614,111,583,3,64200,444,3831,,7262,62,1353657,143259,9449001,Europe,138,16208,7
39,UAE,62061,216,356,2,56015,276,5690,,6267,36,5375365,542852,9902079,Asia,160,27815,2
40,Romania,59273,1378,2616,50,29289,297,27368,446,3083,136,1343315,69877,19224023,Europe,324,7349,14
41,Netherlands,57501,519,6154,1,N/A,N/A,N/A,38,3355,359,1079860,63007,17138756,Europe,298,2785,16
42,Guatemala,55270,931,2168,49,43135,1065,9967,5,3080,121,176400,9829,17946899,North America,325,8278,102
43,Singapore,54797,242,27,,48312,281,6458,,9359,5,1474372,251817,5854932,Asia,107,216849,4
44,Portugal,52351,290,1746,3,38087,247,12518,36,5136,171,1705474,167308,10193593,Europe,195,5838,6
45,Poland,50324,809,1787,13,36041,399,12496,73,1330,47,2436012,64373,37842302,Europe,752,21176,16
46,Honduras,45755,657,1446,23,6225,109,38084,45,4613,146,112370,11328,9919704,North America,217,6860,88
47,Nigeria,45244,,930,,32430,,11884,7,219,5,310729,1504,206606300,Africa,4566,222157,665
48,Bahrain,42889,,158,2,39945,,2786,39,25130,93,876700,513691,1706669,Asia,40,10802,2
49,Japan,42263,,1026,,28877,,12360,115,334,8,938739,7425,126435859,Asia,2992,123232,135
50,Ghana,40097,455,206,7,36638,254,3253,7,1288,7,409373,13149,31133483,Africa,776,151133,76
51,Armenia,39985,166,777,5,32008,452,7200,,13491,262,172994,58369,2963811,Asia,74,3814,17
52,Kyrgyzstan,39162,503,1451,4,30764,665,6947,24,5993,222,267718,40970,6534479,Asia,167,4503,24
53,Afghanistan,37015,119,1307,9,25903,63,9805,31,949,34,92585,2373,39009447,Asia,1054,29847,421
54,Switzerland,36269,161,1986,1,31600,,2683,21,4188,229,829158,95735,8660952,Europe,239,4361,10
55,Algeria,33626,,1273,,23238,,9115,57,766,29,,,43926079,Africa,1306,34506,
56,Azerbaijan,33376,129,483,4,29696,421,3197,,3289,48,773051,76176,10148243,Asia,304,21011,13
57,Morocco,29644,,449,,20553,,8642,31,802,12,1383816,37448,36953359,Africa,1247,82301,27
58,Uzbekistan,28809,494,179,4,19587,296,9043,228,860,5,1377915,41112,33516027,Asia,1163,187240,24
59,Serbia,27608,276,626,5,14047,,12935,118,3161,72,733059,83935,8733665,Europe,316,13952,12
60,Moldova,26990,362,835,7,18918,242,7237,362,6692,207,128076,31757,4032983,Europe,149,4830,31
61,Ireland,26372,,1768,,23364,,1240,5,5335,358,652917,132084,4943200,Europe,187,2796,8
62,Kenya,24411,,399,,10444,,13568,44,453,7,335318,6223,53881160,Africa,2207,135041,161
63,Venezuela,23280,,202,,12470,,10608,66,819,7,1573859,55364,28427499,South America,1221,140730,18
64,Nepal,22214,464,70,5,15814,425,6330,,761,2,739903,25351,29186486,Asia,1314,416950,39
65,Austria,21837,141,720,1,19690,94,1427,25,2423,80,947305,105121,9011577,Europe,413,12516,10
66,Costa Rica,21070,,200,,7038,,13832,103,4132,39,100050,19623,5098730,North America,242,25494,51
67,Ethiopia,20900,,365,,9027,,11508,185,181,3,468814,4069,115223736,Africa,5513,315681,246
68,Australia,20272,410,266,11,11147,35,8859,51,794,10,4713854,184648,25528864,Australia/Oceania,1259,95973,5
69,El Salvador,19544,418,520,7,9379,143,9645,514,3012,80,256176,39475,6489514,North America,332,12480,25
70,Czechia,17896,165,389,,12698,378,4809,17,1671,36,735501,68668,10711019,Europe,599,27535,15
71,Cameroon,17718,,391,,15320,,2007,30,666,15,149000,5600,26606188,Africa,1502,68047,179
72,Ivory Coast,16447,,103,,12484,,3860,,622,4,104584,3956,26437950,Africa,1607,256679,253
73,S. Korea,14519,20,303,1,13543,42,673,18,283,6,1613652,31471,51273732,Asia,3531,169220,32
74,Denmark,14442,136,617,,12840,53,985,2,2492,106,1680226,289980,5794279,Europe,401,9391,3
75,Palestine,13722,324,94,2,7210,303,6418,,2684,18,200280,39176,5112340,Asia,373,54387,26
76,Bosnia and Herzegovina,13687,291,394,10,7373,331,5920,,4175,120,148090,45168,3278650,Europe,240,8321,22
77,Bulgaria,13014,,435,,7374,,5205,47,1874,63,294087,42358,6942854,Europe,533,15961,24
78,Madagascar,12708,182,135,1,10412,264,2161,93,458,5,47022,1694,27755708,Africa,2184,205598,590
79,Sudan,11780,,763,,6194,,4823,,268,17,401,9,43943536,Africa,3730,57593,109585
80,North Macedonia,11554,155,519,2,7607,127,3428,3,5546,249,111791,53659,2083365,Europe,180,4014,19
81,Senegal,10887,172,225,2,7186,85,3476,39,649,13,116472,6940,16783877,Africa,1542,74595,144
82,Norway,9503,35,256,,8857,,390,2,1752,47,479789,88433,5425471,Europe,571,21193,11
83,DRC,9355,46,218,3,8174,126,963,,104,2,,,89802183,Africa,9599,411937,
84,Malaysia,9063,25,125,,8728,15,210,2,280,4,991333,30591,32406372,Asia,3576,259251,33
85,French Guiana,8127,,47,,7240,,840,23,27146,157,41412,138324,299385,South America,37,6370,7
86,Gabon,7787,,51,,5609,,2127,11,3491,23,85369,38272,2230563,Africa,286,43737,26
87,Tajikistan,7706,41,62,,6484,41,1160,,806,6,,,9557468,Asia,1240,154153,
88,Guinea,7664,,49,,6757,,858,24,582,4,14407,1094,13164905,Africa,1718,268672,914
89,Haiti,7582,38,171,,4832,,2579,,664,15,18501,1621,11416103,North America,1506,66761,617
90,Finland,7554,22,331,,6980,,243,,1363,60,398554,71920,5541604,Europe,734,16742,14
91,Zambia,7486,322,200,1,6264,478,1022,,406,11,92341,5010,18430129,Africa,2462,92151,200
92,Luxembourg,7113,40,119,,5848,98,1146,6,11345,190,631466,1007200,626952,Europe,88,5269,1
93,Mauritania,6444,,157,,5291,,996,3,1383,34,57387,12313,4660728,Africa,723,29686,81
94,Paraguay,6375,,66,,4974,,1335,23,893,9,135277,18943,7141091,South America,1120,108198,53
95,Albania,6151,135,189,1,3227,72,2735,20,2138,66,40675,14136,2877470,Europe,468,15225,71
96,Lebanon,5672,,70,,1974,,3628,46,831,10,345268,50609,6822220,Asia,1203,97460,20
97,Croatia,5466,62,155,,4758,70,553,7,1332,38,126410,30812,4102577,Europe,751,26468,32
98,Djibouti,5334,4,59,,5066,9,209,,5391,60,59909,60552,989387,Africa,185,16769,17
99,Greece,5270,151,210,,1374,,3686,14,506,20,630983,60569,10417673,Europe,1977,49608,17
100,Libya,4879,,107,,652,,4120,,709,16,59699,8677,6880353,Africa,1410,64302,115
101,Equatorial Guinea,4821,,83,,2182,,2556,,3426,59,44356,31525,1407001,Africa,292,16952,32
102,Maldives,4680,,19,,2725,,1936,12,8643,35,85587,158071,541448,Asia,116,28497,6
103,Hungary,4621,24,602,2,3464,1,555,8,478,62,355467,36806,9657785,Europe,2090,16043,27
104,CAR,4620,,59,,1641,,2920,2,955,12,29589,6116,4837752,Africa,1047,81996,163
105,Malawi,4491,,137,,2137,,2217,4,234,7,33466,1745,19174839,Africa,4270,139962,573
106,Zimbabwe,4395,56,97,13,1264,,3034,,295,7,144490,9708,14883803,Africa,3387,153441,103
107,Hong Kong,3939,89,46,,2620,162,1273,41,525,6,692430,92287,7503041,Asia,1905,163110,11
108,Nicaragua,3902,,123,,2913,,866,,588,19,,,6632263,North America,1700,53921,
109,Montenegro,3549,69,61,1,2296,118,1192,,5651,97,38891,61921,628074,Europe,177,10296,16
110,Congo,3546,,58,,1589,,1899,,641,10,,,5530506,Africa,1560,95354,
111,Thailand,3345,15,58,,3148,,139,1,48,0.8,749213,10731,69817894,Asia,20872,1203757,93
112,Somalia,3227,,93,,1728,,1406,2,203,6,,,15933012,Africa,4937,171323,
113,Mayotte,3042,,39,,2738,,265,2,11126,143,13000,47546,273419,Africa,90,7011,21
114,Eswatini,2968,,55,,1476,,1437,10,2556,47,27428,23617,1161348,Africa,391,21115,42
115,Sri Lanka,2839,,11,,2564,23,264,1,133,0.5,166737,7783,21422362,Asia,7546,1947487,128
116,Namibia,2802,150,16,1,575,12,2211,22,1101,6,32369,12717,2545264,Africa,908,159079,79
117,Cuba,2775,,88,,2409,,278,4,245,8,285471,25205,11325899,North America,4081,128703,40
118,Cabo Verde,2734,,27,,2010,,697,,4912,49,61633,110735,556581,Africa,204,20614,9
119,Mali,2552,,124,,1954,,474,,126,6,25152,1239,20302901,Africa,7956,163733,807
120,Slovakia,2523,43,31,2,1846,22,646,7,462,6,274795,50330,5459915,Europe,2164,176126,20
121,South Sudan,2450,,47,,1175,,1228,,219,4,12044,1075,11206572,Africa,4574,238438,930
122,Slovenia,2233,10,125,,1927,18,181,4,1074,60,136455,65636,2078968,Europe,931,16632,15
123,Lithuania,2194,23,81,,1658,2,455,6,807,30,545362,200639,2718121,Europe,1239,33557,5
124,Estonia,2133,9,63,,1956,2,114,,1608,47,123839,93349,1326627,Europe,622,21058,11
125,Mozambique,2120,,15,,795,,1310,,68,0.5,65151,2079,31333962,Africa,14780,2088931,481
126,Rwanda,2111,,5,,1258,,848,,163,0.4,286251,22051,12981546,Africa,6149,2596309,45
127,Suriname,2096,,29,,1446,,621,9,3570,49,2927,4985,587154,South America,280,20247,201
128,Guinea-Bissau,2032,,27,,944,,1061,5,1030,14,1500,761,1972277,Africa,971,73047,1315
129,Iceland,1952,22,10,,1833,8,109,,5717,29,152694,447173,341465,Europe,175,34147,2
130,Benin,1936,,38,,1600,,298,1,159,3,93677,7709,12151976,Africa,6277,319789,130
131,Sierra Leone,1877,,67,,1427,,383,,235,8,,,7992169,Africa,4258,119286,
132,Yemen,1768,,508,,898,,362,,59,17,120,4,29886897,Asia,16904,58832,249057
