#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,5598307,9561,221312,784,2894915,6246,2482080,26054,,,,,,North America,,,
,South America,4185284,2004,145437,87,2832882,386,1206965,14320,,,,,,South America,,,
,Asia,4374175,79,98077,,3237660,40,1038438,19000,,,,,,Asia,,,
,Europe,2885567,,203598,,1741948,,940021,5123,,,,,,Europe,,,
,Africa,948730,,20018,,606320,,322392,1151,,,,,,Africa,,,
,Oceania,19061,15,226,,11856,,6979,49,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,18011845,11659,688683,871,11326232,6672,5996930,65701,2311,88.4,,,,All,,,
1,USA,4764318,,157898,,2362903,,2243517,18720,14386,477,59226909,178841,331171664,North America,70,2097,6
2,Brazil,2708876,,93616,,1884051,,731209,8318,12736,440,13096132,61574,212690082,South America,79,2272,16
3,India,1751919,,37403,,1146879,,567637,8944,1268,27,19358659,14016,1381159795,Asia,788,36926,71
4,Russia,845443,,14058,,646524,,184861,2300,5793,96,28478012,195135,145940072,Europe,173,10381,5
5,South Africa,503290,,8153,,342461,,152676,539,8477,137,3001985,50563,59371352,Africa,118,7282,20
6,Mexico,434193,9556,47472,784,284847,6229,101874,3994,3365,368,999697,7747,129047665,North America,297,2718,129
7,Peru,414735,,19217,,287127,,108391,1414,12564,582,2348396,71142,33010043,South America,80,1718,14
8,Chile,357658,,9533,,330507,,17618,1445,18696,498,1648390,86167,19130274,South America,53,2007,12
9,Spain,335602,,28445,,N/A,N/A,N/A,617,7178,608,6678414,142834,46756402,Europe,139,1644,7
10,Iran,306752,,16982,,265830,,23940,4011,3648,202,2482553,29525,84082937,Asia,274,4951,34
11,Colombia,306181,,10330,,160708,,135143,1493,6012,203,1609729,31607,50928858,South America,166,4930,32
12,UK,303952,,46193,,N/A,N/A,N/A,86,4475,680,16280223,239707,67917167,Europe,223,1470,4
13,Pakistan,278305,,5951,,247177,,25177,1146,1258,27,1973237,8919,221237160,Asia,795,37176,112
14,Saudi Arabia,277478,,2887,,237548,,37043,2016,7960,83,3395688,97413,34858507,Asia,126,12074,10
15,Italy,247832,,35146,,200229,,12457,43,4100,581,6873496,113698,60453777,Europe,244,1720,9
16,Bangladesh,239860,,3132,,136253,,100475,1,1455,19,1185611,7193,164829004,Asia,687,52627,139
17,Turkey,231869,,5710,,215516,,10643,586,2747,68,4845669,57402,84415940,Asia,364,14784,17
18,Germany,211077,,9226,,193600,,8251,261,2519,110,8006135,95530,83807610,Europe,397,9084,10
19,Argentina,196543,,3596,,86499,,106448,1128,4345,80,722950,15983,45231224,South America,230,12578,63
20,France,187919,,30265,,81500,,76154,371,2878,464,2982302,45680,65286338,Europe,347,2157,22
21,Iraq,126704,,4805,,89275,,32624,463,3145,119,1014760,25184,40293665,Asia,318,8386,40
22,Canada,116599,,8941,,101436,,6222,2249,3087,237,4098752,108517,37770506,North America,324,4224,9
23,Qatar,110911,,174,,107578,,3159,75,39501,62,498666,177600,2807805,Asia,25,16137,6
24,Indonesia,109936,,5193,,67919,,36824,,402,19,1517381,5543,273768876,Asia,2490,52719,180
25,Philippines,98232,,2039,,65265,,30928,351,895,19,1534319,13986,109702792,Asia,1117,53802,71
26,Egypt,94316,,4834,,41137,,48345,41,920,47,135000,1317,102490117,Africa,1087,21202,759
27,Kazakhstan,90367,,793,,60825,,28749,221,4808,42,2079540,110640,18795599,Asia,208,23702,9
28,Ecuador,86232,,5736,,36213,,44283,369,4881,325,246028,13927,17665162,South America,205,3080,72
29,Sweden,80422,,5743,,N/A,N/A,N/A,40,7959,568,810356,80196,10104737,Europe,126,1759,12
30,Oman,79159,,421,,61421,,17317,187,15471,82,305651,59736,5116667,Asia,65,12154,17
31,Bolivia,78793,2004,3064,87,23968,386,51761,71,6742,262,168175,14391,11686283,South America,148,3814,69
32,Israel,72218,,526,,45102,,26590,328,7852,57,1651766,179587,9197590,Asia,127,17486,6
33,Dominican Republic,71415,,1170,,37509,,32736,284,6578,108,260171,23963,10857163,North America,152,9280,42
34,Ukraine,71056,,1709,,39308,,30039,124,1626,39,1046080,23933,43709428,Europe,615,25576,42
35,Belgium,68751,,9841,,17546,,41364,48,5930,849,1670785,144107,11594051,Europe,169,1178,7
36,Belarus,67946,,563,,62686,,4697,,7191,60,1309823,138620,9449043,Europe,139,16783,7
37,Kuwait,67448,,453,,58525,,8470,134,15774,106,507520,118696,4275795,Asia,63,9439,8
38,Panama,66383,,1449,,40081,,24853,166,15365,335,226596,52448,4320353,North America,65,2982,19
39,UAE,60760,,351,,54255,,6154,,6137,35,5119652,517113,9900447,Asia,163,28206,2
40,Netherlands,54732,,6148,,N/A,N/A,N/A,22,3194,359,962965,56188,17138239,Europe,313,2788,18
41,Singapore,52512,,27,,46740,,5745,,8970,5,1321094,225662,5854304,Asia,111,216826,4
