#,Country/Other,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,Serious/Critical,TotCases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl
,North America,6248702,7247,238792,942,3375079,5002,2634831,24604,,,,,,North America,,,
,South America,4887320,1693,163440,49,3486335,930,1237545,14735,,,,,,South America,,,
,Asia,5211698,4567,112609,37,3961347,7114,1137742,18873,,,,,,Asia,,,
,Europe,3084393,388,206825,6,1848787,1049,1028781,5191,,,,,,Europe,,,
,Africa,1069093,,23912,,761619,,283562,1207,,,,,,Africa,,,
,Oceania,24073,414,378,21,14092,6,9603,52,,,,,,Australia/Oceania,,,
,,721,,15,,651,,55,4,,,,,,,,,
,World,20526000,14309,745971,1055,13447910,14101,6332119,64666,2633,95.7,,,,All,,,
1,USA,5305957,,167749,,2755348,,2382860,17339,16019,506,66942357,202106,331224597,North America,62,1975,5
2,Brazil,3112393,,103099,,2243124,,766170,8318,14631,485,13231548,62198,212731302,South America,68,2063,16
3,India,2330327,1922,46197,9,1640021,1920,644109,8944,1687,33,26015297,18831,1381530198,Asia,593,29905,53
4,Russia,897599,,15131,,703175,,179293,2300,6150,104,31000000,212413,145941776,Europe,163,9645,5
5,South Africa,566109,,10751,,426125,,129233,539,9532,181,3278977,55209,59391781,Africa,105,5524,18
6,Mexico,492522,6686,53929,926,332800,4807,105793,3832,3815,418,1112114,8615,129084654,North America,262,2394,116
7,Peru,489680,,21501,,335756,,132423,1496,14829,651,2612599,79115,33022595,South America,67,1536,13
8,Colombia,410453,,13475,,230427,,166551,1493,8057,265,1982831,38922,50943667,South America,124,3781,26
9,Chile,376616,,10178,,349541,,16897,1268,19682,532,1889616,98753,19134753,South America,51,1880,10
10,Spain,373692,,28581,,N/A,N/A,N/A,617,7992,611,7472031,159806,46756895,Europe,125,1636,6
11,Iran,331189,,18800,,288620,,23769,3983,3937,224,2736514,32534,84112309,Asia,254,4474,31
12,UK,312789,,46628,,N/A,N/A,N/A,67,4605,686,18868566,277778,67926890,Europe,217,1457,4
13,Saudi Arabia,291468,,3233,,255118,,33117,1821,8358,93,3933427,112792,34873330,Asia,120,10787,9
14,Pakistan,285921,730,6129,17,263193,1947,16599,785,1292,28,2186442,9878,221354543,Asia,774,36116,101
15,Bangladesh,263503,,3471,,151972,,108060,,1598,21,1287988,7812,164873799,Asia,626,47500,128
16,Argentina,260911,,5004,,181389,,74518,1585,5767,111,872643,19288,45242544,South America,173,9041,52
17,Italy,251237,,35215,,202461,,13561,49,4156,583,7316918,121038,60451358,Europe,241,1717,8
18,Turkey,243180,,5873,,226155,,11152,617,2880,70,5387751,63805,84440722,Asia,347,14378,16
19,Germany,219530,,9268,,199900,1000,10362,236,2619,111,8586648,102448,83814910,Europe,382,9043,10
20,France,204172,,30354,,82836,,90982,383,3127,465,5500000,84239,65290273,Europe,320,2151,12
21,Iraq,156995,,5531,,112102,,39362,545,3894,137,1183950,29365,40318386,Asia,257,7290,34
22,Philippines,139538,,2312,,68432,,68794,389,1272,21,1830234,16678,109742646,Asia,786,47467,60
23,Indonesia,128776,,5824,,83710,,39242,,470,21,1757425,6418,273847853,Asia,2127,47021,156
24,Canada,120421,,8991,,106746,,4684,2289,3187,238,4541747,120217,37779537,North America,314,4202,8
25,Qatar,113646,,188,,110324,,3134,77,40475,67,529289,188506,2807805,Asia,25,14935,5
26,Kazakhstan,100855,691,1269,,74677,975,24909,221,5364,67,2183308,116123,18801734,Asia,186,14816,9
27,Egypt,95834,,5059,,54888,,35887,41,935,49,135000,1317,102542933,Africa,1070,20269,760
28,Ecuador,95563,,5951,,78610,,11002,348,5407,337,268726,15206,17672486,South America,185,2970,66
29,Bolivia,93328,1693,3761,49,31753,930,57814,71,7983,322,198178,16952,11690634,South America,125,3108,59
30,Israel,86959,366,622,,61576,1496,24761,377,9455,68,1970047,214192,9197590,Asia,106,14787,5
31,Sweden,83126,,5770,,N/A,N/A,N/A,35,8225,571,863315,85422,10106455,Europe,122,1752,12
32,Ukraine,83115,,1951,,44934,,36230,132,1902,45,1179434,26988,43702287,Europe,526,22400,37
33,Oman,82050,,533,,76720,,4797,164,16025,104,309212,60390,5120226,Asia,62,9606,17
34,Dominican Republic,81094,,1346,,45666,,34082,293,7467,124,300134,27636,10860133,North America,134,8068,36
35,Panama,76464,,1680,,50665,,24119,157,17691,389,255418,59094,4322210,North America,57,2573,17
36,Belgium,75008,388,9885,6,17841,49,47282,77,6469,852,1872714,161505,11595426,Europe,155,1173,6
37,Kuwait,73068,,486,,64759,,7823,110,17082,114,539461,126115,4277522,Asia,59,8801,8
38,Belarus,69005,,592,,65219,,3194,,7303,63,1377540,145787,9448959,Europe,137,15961,7
39,Romania,63762,,2764,,30585,,30413,485,3317,144,1404845,73084,19222280,Europe,301,6955,14
40,UAE,62966,,358,,56961,,5647,,6358,36,5627515,568223,9903711,Asia,157,27664,2
41,Netherlands,59973,,6159,,N/A,N/A,N/A,30,3499,359,1195475,69751,17139272,Europe,286,2783,14
42,Guatemala,57966,,2233,,46442,,9291,5,3229,124,185374,10326,17951433,North America,310,8039,97
43,Singapore,55353,,27,,50128,,5198,,9453,5,1610906,275107,5855560,Asia,106,216873,4
44,Poland,52961,,1821,,37150,,13990,74,1400,48,2257525,59657,37841737,Europe,715,20781,17
45,Portugal,52945,,1761,,38760,,12424,29,5194,173,1753524,172029,10193189,Europe,193,5788,6
46,Japan,48928,,1052,,33975,,13901,171,387,8,1024235,8101,126430593,Asia,2584,120181,123
47,Honduras,48403,531,1515,9,6805,156,40083,44,4878,153,118409,11934,9921857,North America,205,6549,84
48,Nigeria,47290,,956,,33609,,12725,7,229,5,319851,1548,206676309,Africa,4370,216189,646
49,Bahrain,44804,,165,,41504,,3135,38,26240,97,923342,540763,1707481,Asia,38,10348,2
50,Ghana,41404,,215,,39055,,2134,6,1330,7,416988,13390,31142362,Africa,752,144848,75
51,Kyrgyzstan,40759,304,1484,6,32997,263,6278,24,6236,227,267718,40961,6535950,Asia,160,4404,24
52,Armenia,40593,,803,,33157,,6633,,13696,271,177322,59828,2963887,Asia,73,3691,17
53,Afghanistan,37269,,1344,,26415,,9510,31,955,34,96781,2480,39021453,Asia,1047,29034,403
